date;tonepr;rate_shock_abs;rate_shock_rel;moex_close;moex_spread;toneev;year;trans;trust;tonepr2;tonepr3
2013-10-14;-0.08504433283410838;0.0;0.0;1510.2;-0.0010655160984391898;0.0;2013.0;3.5;0.0;0.007232538547198604;-0.0006150864154434769
2013-11-08;-0.10462948000744562;0.0;0.0;1489.55;-0.012714636158449366;0.0;2013.0;3.5;0.0;0.010947328086628464;-0.0011454132451748408
2013-12-13;-0.09826732166858494;0.0;0.0;1452.76;0.0020809654365701036;0.0;2013.0;3.5;0.0;0.009656466507917143;-0.0009489151005154111
2014-02-14;-0.15257350970210448;0.0;0.0;1496.18;0.011704532014326752;-0.12817043649684948;2014.0;6.2;0.36;0.02327867586281817;-0.0035517092776078335
2014-03-03;-0.07726107691247686;0.0;0.0;1288.81;-0.10954785540164913;0.0;2014.0;6.2;0.36;0.005969274005675664;-0.0004611925380641563
2014-03-14;-0.17419084554052425;0.0;0.0;1237.43;-0.008737966543718834;0.0;2014.0;6.2;0.36;0.030342450670122777;-0.005285377138000333
2014-04-25;-0.1469191893987275;0.5;0.07142857142857142;1280.12;-0.015818050153987073;0.0;2014.0;6.2;0.36;0.021585248213579163;-0.0031712871705093814
2014-06-16;-0.13304499843484058;0.0;0.0;1493.93;-0.0048345725363159175;-0.12035201146914412;2014.0;6.2;0.36;0.017700971608526732;-0.0023550257399515967
2014-07-25;-0.12714921983090655;0.5;0.06666666666666667;1388.41;-0.014145984298807868;0.0;2014.0;6.2;0.36;0.016166924103608198;-0.0020556117868392606
2014-09-12;-0.12437741046504025;0.0;0.0;1458.52;0.006272545257123063;-0.10344884435187697;2014.0;6.2;0.36;0.015469740233989103;-0.0019240862308704107
2014-10-31;-0.1685745987016134;1.5;0.1875;1488.47;0.02350602387316414;0.0;2014.0;6.2;0.36;0.028417395327409996;-0.004790451013463244
2014-12-11;-0.14508819685953445;1.0;0.10526315789473684;1455.04;-0.021653298642073437;-0.1335525866529194;2014.0;6.2;0.36;0.02105058486795102;-0.003054191401329615
2014-12-16;-0.04708349388300048;0.0;0.0;1444.32;0.013663319382094308;0.0;2014.0;6.2;0.36;0.002216855396230544;-0.00010437729748791742
2015-01-30;-0.14413866994204427;-2.0;-0.11764705882352941;1647.69;0.00433666003148403;0.0;2015.0;7.2;0.46;0.020775956172661578;-0.0029946186895016443
2015-03-13;-0.1098103339555642;-1.0;-0.06666666666666667;1627.88;-0.022300292072658046;-0.12722752424249578;2015.0;7.2;0.46;0.012058309443432535;-0.00132412698692286
2015-04-30;-0.13631657570399947;-1.5;-0.10714285714285714;1688.34;0.010329532537170394;0.0;2015.0;7.2;0.46;0.018582208811664218;-0.002533063074222751
2015-06-15;-0.14370776998957185;-1.0;-0.08;1657.29;0.003021533731788928;-0.13010018658862765;2015.0;7.2;0.46;0.020651923155375687;-0.0029678418226550423
2015-07-31;-0.10645916371363942;-0.5;-0.043478260869565216;1669.0;0.01953040551426355;0.0;2015.0;7.2;0.46;0.011333553538607481;-0.0012065606316239111
2015-09-11;-0.12687869465969592;0.0;0.0;1718.06;-0.00047716865325408975;-0.1086245405034403;2015.0;7.2;0.46;0.01609820315854835;-0.0020425190031232087
2015-10-30;-0.12251180467733636;0.0;0.0;1711.53;0.0017660616746830726;0.0;2015.0;7.2;0.46;0.015009142285297815;-0.0018387971080307557
2015-12-11;-0.13220623041647256;0.0;0.0;1720.31;-0.007291798520497217;-0.1340273180501207;2015.0;7.2;0.46;0.017478487360933433;-0.002310764927370969
2016-01-29;-0.14737865144736625;0.0;0.0;1784.92;0.007259100792254891;0.0;2016.0;7.3;0.42;0.021720466902444273;-0.0032011331208893893
2016-03-18;-0.12224170936832922;0.0;0.0;1914.02;0.011143244890573278;-0.1164370093365788;2016.0;7.3;0.42;0.014943035509291068;-0.001826662203807382
2016-04-29;-0.09188868823994628;0.0;0.0;1953.05;-0.008874764825162806;0.0;2016.0;7.3;0.42;0.008443531026458041;-0.0007758649901345166
2016-06-10;-0.11025228914821043;-0.5;-0.045454545454545456;1903.61;-0.012165600163688062;-0.13186605887018316;2016.0;7.3;0.42;0.0121555672624206;-0.0013401791165769167
2016-07-29;-0.1105035407003398;0.0;0.0;1944.62;-0.004207896516362553;0.0;2016.0;7.3;0.42;0.012211032507311655;-0.0013493623276648857
2016-09-16;-0.11566883294866148;-0.5;-0.047619047619047616;1981.96;-0.008130493772207537;-0.1557487164645885;2016.0;7.3;0.42;0.013379278915705357;-0.0015475655778742715
2016-10-28;-0.0910666673104445;0.0;0.0;1981.76;0.0009541527822589657;0.0;2016.0;7.3;0.42;0.00829313789503118;-0.0007552284296464444
2016-12-16;-0.11202239460285618;0.0;0.0;2231.41;-0.0034313945566806225;-0.1465410027643934;2016.0;7.3;0.42;0.012549016892558022;-0.0014057709222160427
