date;tonepr;rate_shock_abs;rate_shock_rel;rts_close;rts_spread;toneev;year;trans;trust
2013-09-13;-0.08039434578271952;5.5;0.0;1396.57;-0.003495319906171801;-0.12356754375833058;2013.0;3.5;
2013-10-14;-0.08504433283410838;0.0;0.0;1473.97;-0.002053562770766071;;2013.0;3.5;
2013-11-08;-0.10462948000744562;0.0;0.0;1435.12;-0.022802313315391842;;2013.0;3.5;
2013-12-13;-0.09826732166858494;0.0;0.0;1391.85;-0.001235002418749076;;2013.0;3.5;
2014-02-14;-0.15257350970210448;0.0;0.0;1343.2;0.01620413643928753;-0.12817043649684948;2014.0;6.2;0.36
2014-03-03;-0.07726107691247686;0.0;0.0;1115.06;-0.10601766341823815;;2014.0;6.2;0.36
2014-03-14;-0.17419084554052425;0.0;0.0;1062.47;-0.0016175602823507162;;2014.0;6.2;0.36
2014-04-25;-0.1469191893987275;0.5;0.07142857142857142;1119.37;-0.018805947172940485;;2014.0;6.2;0.36
2014-06-16;-0.13304499843484058;0.0;0.0;1357.8;0.0007736089240326649;-0.12035201146914412;2014.0;6.2;0.36
2014-07-25;-0.12714921983090655;0.5;0.06666666666666667;1246.25;-0.014419113835552722;;2014.0;6.2;0.36
2014-09-12;-0.12437741046504025;0.0;0.0;1213.27;-0.003652851884449859;-0.10344884435187697;2014.0;6.2;0.36
2014-10-31;-0.1685745987016134;1.5;0.1875;1091.44;-0.01137861477508828;;2014.0;6.2;0.36
2014-12-11;-0.14508819685953445;1.0;0.10526315789473684;824.01;-0.03753849417140209;-0.1335525866529194;2014.0;6.2;0.36
2014-12-16;-0.04708349388300048;0.0;0.0;629.15;-0.12130363530832788;;2014.0;6.2;0.36
2015-01-30;-0.14413866994204427;-2.0;-0.11764705882352941;737.35;-0.019394351934713505;;2015.0;7.2;0.46
2015-03-13;-0.1098103339555642;-1.0;-0.06666666666666667;833.57;-0.027486837265723096;-0.12722752424249578;2015.0;7.2;0.46
2015-04-30;-0.13631657570399947;-1.5;-0.10714285714285714;1029.31;-0.002590612182912899;;2015.0;7.2;0.46
2015-06-15;-0.14370776998957185;-1.0;-0.08;957.38;0.010795702597982348;-0.13010018658862765;2015.0;7.2;0.46
2015-07-31;-0.10645916371363942;-0.5;-0.043478260869565216;858.82;-0.005828212427250179;;2015.0;7.2;0.46
2015-09-11;-0.12687869465969592;0.0;0.0;799.1;-0.001737945785944106;-0.1086245405034403;2015.0;7.2;0.46
2015-10-30;-0.12251180467733636;0.0;0.0;845.54;0.009208004085250465;;2015.0;7.2;0.46
2015-12-11;-0.13220623041647256;0.0;0.0;777.17;-0.016158615775638374;-0.1340273180501207;2015.0;7.2;0.46
2016-01-29;-0.14737865144736625;0.0;0.0;745.3;0.018402561287718555;;2016.0;7.3;0.42
2016-03-18;-0.12224170936832922;0.0;0.0;885.13;0.010482597706584329;-0.1164370093365788;2016.0;7.3;0.42
2016-04-29;-0.09188868823994628;0.0;0.0;951.11;-0.008678365493376639;;2016.0;7.3;0.42
2016-06-10;-0.11025228914821043;-0.5;-0.045454545454545456;924.65;-0.020191676055680396;-0.13186605887018316;2016.0;7.3;0.42
2016-07-29;-0.1105035407003398;0.0;0.0;927.57;0.004245877997631098;;2016.0;7.3;0.42
2016-09-16;-0.11566883294866148;-0.5;-0.047619047619047616;961.41;-0.010810804261310203;-0.1557487164645885;2016.0;7.3;0.42
2016-10-28;-0.0910666673104445;0.0;0.0;992.23;-0.002265052234056597;;2016.0;7.3;0.42
2016-12-16;-0.11202239460285618;0.0;0.0;1135.56;-0.006206701545119486;-0.1465410027643934;2016.0;7.3;0.42
2017-02-03;-0.12805175624163198;0.0;0.0;1190.4;0.01144800759086273;;2017.0;7.3;0.42
2017-03-24;-0.12814498924005166;-0.25;-0.025;1124.66;0.001325723224823605;-0.14542176533454385;2017.0;7.3;0.42
2017-04-28;-0.11172868677742663;-0.5;-0.05128205128205128;1114.43;-0.0031356975289300593;;2017.0;7.3;0.42
2017-06-16;-0.16477086924893752;-0.25;-0.02702702702702703;994.38;0.004374081010689146;-0.14594757290526714;2017.0;7.3;0.42
2017-07-28;-0.14833908971148674;0.0;0.0;1014.44;-0.012889250153538256;;2017.0;7.3;0.42
2017-09-15;-0.13019445639485658;-0.5;-0.05555555555555555;1123.43;-0.0004449665458574614;-0.14220299657192864;2017.0;7.3;0.42
2017-10-27;-0.1348044580704088;-0.25;-0.029411764705882353;1118.62;0.001986560057706477;;2017.0;7.3;0.42
2017-12-15;-0.12861235130652388;-0.5;-0.06060606060606061;1148.27;-0.004448970260728657;-0.16060651088509276;2017.0;7.3;0.42
2018-02-09;-0.1372627924022931;-0.25;-0.03225806451612903;1185.79;-0.004854153851792553;;2018.0;8.3;0.37
2018-03-23;-0.11904772859900595;-0.25;-0.03333333333333333;1261.44;0.008702457437321343;-0.1394547851391626;2018.0;8.3;0.37
2018-04-27;-0.1789281803611984;0.0;0.0;1167.12;0.01551663713270024;;2018.0;8.3;0.37
2018-06-15;-0.1487417076162867;0.0;0.0;1117.04;-0.015218776234683595;-0.1566414586728228;2018.0;8.3;0.37
2018-07-27;-0.14237095906546246;0.0;0.0;1151.74;0.0033745031152232485;;2018.0;8.3;0.37
2018-09-14;-0.11790990417150968;0.25;0.034482758620689655;1094.73;0.00530301150707313;-0.1318620689205387;2018.0;8.3;0.37
2018-10-26;-0.1346244835130316;0.0;0.0;1098.31;-0.01812645774627164;;2018.0;8.3;0.37
2018-12-14;-0.12178685947829425;0.25;0.03333333333333333;1116.5;-0.01248775701627558;-0.10947337980794553;2018.0;8.3;0.37
2019-02-08;-0.11740988155555755;0.0;0.0;1199.65;0.0005419715389161084;;2019.0;8.3;0.31
2019-03-22;-0.12296021935205192;0.0;0.0;1213.4;-0.0192627568842898;-0.1436781518721748;2019.0;8.3;0.31
2019-04-26;-0.1431924349125045;0.0;0.0;1247.01;-0.0005050808838058529;;2019.0;8.3;0.31
2019-06-14;-0.1394233602989403;-0.25;-0.03225806451612903;1341.05;-0.003045207644020387;-0.13960796609304532;2019.0;8.3;0.31
2019-07-26;-0.12019119900347497;-0.25;-0.03333333333333333;1348.3;0.003410094648975459;;2019.0;8.3;0.31
2019-09-06;-0.1316223389686336;-0.25;-0.034482758620689655;1340.52;0.004448455799186846;-0.1534517224047805;2019.0;8.3;0.31
2019-10-25;-0.1213541113324297;-0.5;-0.07142857142857142;1421.2;0.004972941279880239;;2019.0;8.3;0.31
2019-12-13;-0.12556678009332345;-0.25;-0.038461538461538464;1501.42;0.0013729765751593348;-0.1394547851391626;2019.0;8.3;0.31
2020-02-07;-0.12441061585807735;-0.25;-0.04;1518.23;-0.015606425876526941;-0.1422230187299099;2020.0;9.3;0.33
2020-03-20;-0.1557968800536564;0.0;0.0;924.22;-0.00212925864461333;-0.14638777743076314;2020.0;9.3;0.33
2020-04-24;-0.12399022030558733;-0.5;-0.08333333333333333;1081.32;-0.008417108512169591;-0.14061487687355054;2020.0;9.3;0.33
2020-06-19;-0.1379556663928483;-1.0;-0.18181818181818182;1249.67;0.011905717092957957;-0.1429093661573584;2020.0;9.3;0.33
2020-07-24;-0.12180728474126973;-0.25;-0.05555555555555555;1255.98;0.004884599310605253;-0.13920980497164515;2020.0;9.3;0.33
2020-09-18;-0.12318099611644807;0.0;0.0;1228.64;-0.014568129951451958;-0.157319071822269;2020.0;9.3;0.33
2020-10-23;-0.123185351960493;0.0;0.0;1164.06;0.00846311196756755;-0.14231132729136342;2020.0;9.3;0.33
2020-12-18;-0.11995192933485894;0.0;0.0;1402.5;-0.011562133687531784;-0.16157926633088893;2020.0;9.3;0.33
2021-02-12;-0.1248019770342586;0.0;0.0;1461.99;0.00392014921577033;-0.13008836019213327;2021.0;9.8;0.32
2021-03-19;-0.1148573958518946;0.25;0.058823529411764705;1474.05;0.0015955193064778328;-0.15018095127017472;2021.0;9.8;0.32
2021-04-23;-0.11857337892651892;0.5;0.1111111111111111;1511.85;0.0018736329785076222;-0.14594757290526714;2021.0;9.8;0.32
2021-06-11;-0.1055485986997703;0.5;0.1;1678.57;-0.004446274659780869;-0.13190653644681916;2021.0;9.8;0.32
