date;tonepr;rate_shock_abs;rate_shock_rel;moex_close;moex_spread;toneev;year;trans;trust;tonepr2;tonepr3
2015-09-11;-0.1268786946596959;0.0;0.0;1718.06;-0.00047716865325408975;-0.1086245405034403;2015.0;7.2;0.46;0.016098203158548343;-0.0020425190031232074
2015-10-30;-0.1225118046773363;0.0;0.0;1711.53;0.0017660616746830726;;2015.0;7.2;0.46;0.0150091422852978;-0.001838797108030753
2015-12-11;-0.1322062304164725;0.0;0.0;1720.31;-0.007291798520497217;-0.1340273180501207;2015.0;7.2;0.46;0.01747848736093342;-0.002310764927370966
2016-01-29;-0.1473786514473662;0.0;0.0;1784.92;0.007259100792254891;;2016.0;7.3;0.42;0.021720466902444256;-0.0032011331208893854
2016-03-18;-0.1222417093683292;0.0;0.0;1914.02;0.011143244890573278;-0.1164370093365787;2016.0;7.3;0.42;0.014943035509291065;-0.0018266622038073815
2016-04-29;-0.0918886882399462;0.0;0.0;1953.05;-0.008874764825162806;;2016.0;7.3;0.42;0.008443531026458027;-0.0007758649901345145
2016-06-10;-0.1102522891482104;-0.5;-0.045454545454545456;1903.61;-0.012165600163688062;-0.1318660588701831;2016.0;7.3;0.42;0.012155567262420595;-0.0013401791165769158
2016-07-29;-0.1105035407003398;0.0;0.0;1944.62;-0.004207896516362553;;2016.0;7.3;0.42;0.012211032507311655;-0.0013493623276648857
2016-09-16;-0.1156688329486614;-0.5;-0.047619047619047616;1981.96;-0.008130493772207537;-0.1557487164645885;2016.0;7.3;0.42;0.013379278915705338;-0.0015475655778742683
2016-10-28;-0.0910666673104445;0.0;0.0;1981.76;0.0009541527822589657;;2016.0;7.3;0.42;0.00829313789503118;-0.0007552284296464444
2016-12-16;-0.1120223946028561;0.0;0.0;2231.41;-0.0034313945566806225;-0.1465410027643934;2016.0;7.3;0.42;0.012549016892558003;-0.0014057709222160396
2017-02-03;-0.128051756241632;0.0;0.0;2226.61;0.003202809692272268;;2017.0;7.3;0.42;0.016397252276566344;-0.0020996969515514187
2017-03-24;-0.1281449892400516;-0.25;-0.025;2039.77;-0.003919223130238514;-0.1454217653345438;2017.0;7.3;0.42;0.016421138267332942;-0.0021042865865767793
2017-04-28;-0.1117286867774266;-0.5;-0.05128205128205128;2016.71;-0.002491056024504168;;2017.0;7.3;0.42;0.012483299449008303;-0.0013947426540870708
2017-06-16;-0.1647708692489375;-0.25;-0.02702702702702703;1822.91;0.002218696163567735;-0.1459475729052671;2017.0;7.3;0.42;0.027149439353050458;-0.004473436721823435
2017-07-28;-0.1483390897114867;0.0;0.0;1916.75;-0.01246406322308058;;2017.0;7.3;0.42;0.022004485536432503;-0.0032641253540439726
2017-09-15;-0.1301944563948565;-0.5;-0.05555555555555555;2053.81;0.0011399954465565187;-0.1422029965719286;2017.0;7.3;0.42;0.01695059647595219;-0.0022068736937551655
2017-10-27;-0.1348044580704088;-0.25;-0.029411764705882353;2068.76;0.008938883683776488;;2017.0;7.3;0.42;0.018172241915656605;-0.0024496992233644563
2017-12-15;-0.1286123513065238;-0.5;-0.06060606060606061;2143.99;-0.0033711925614268168;-0.1606065108850927;2017.0;7.3;0.42;0.016541136908592692;-0.0021273945110972304
2018-02-09;-0.1372627924022931;-0.25;-0.03225806451612903;2197.12;-0.005695771266027272;;2018.0;8.3;0.37;0.018841074178075016;-0.0025861784535413162
2018-03-23;-0.1190477285990059;-0.25;-0.03333333333333333;2285.53;0.00579660892250633;-0.1394547851391626;2018.0;8.3;0.37;0.014172361684582569;-0.0016871874674331357
2018-04-27;-0.1789281803611984;0.0;0.0;2301.49;0.0059005191414085445;;2018.0;8.3;0.37;0.03201529372736955;-0.005728438250367522
2018-06-15;-0.1487417076162867;0.0;0.0;2237.53;-0.007373764937308458;-0.1566414586728228;2018.0;8.3;0.37;0.022124095584608917;-0.003290775756720679
2018-07-27;-0.1423709590654624;0.0;0.0;2292.72;-0.0005014618808738547;;2018.0;8.3;0.37;0.02026948998521957;-0.002885786728963496
2018-09-14;-0.1179099041715096;0.25;0.034482758620689655;2360.26;0.0005085478525987952;-0.1318620689205387;2018.0;8.3;0.37;0.013902745501734575;-0.0016392713898304098
2018-10-26;-0.1346244835130316;0.0;0.0;2293.22;-0.015404758075097114;;2018.0;8.3;0.37;0.01812375156115052;-0.002439900693238389
2018-12-14;-0.1217868594782942;0.25;0.03333333333333333;2365.69;-0.004714761947130164;-0.1094733798079455;2018.0;8.3;0.37;0.014832039141585776;-0.001806347466712866
2019-02-08;-0.1174098815555575;0.0;0.0;2502.82;-0.002406384662126726;;2019.0;8.3;0.31;0.013785080286890041;-0.0016185046437176102
2019-03-22;-0.1229602193520519;0.0;0.0;2492.7;-0.00610321332326258;-0.1436781518721748;2019.0;8.3;0.31;0.015119215543104718;-0.0018590620596111087
2019-04-26;-0.1431924349125045;0.0;0.0;2563.72;0.0011786701127665111;;2019.0;8.3;0.31;0.020504073416171838;-0.0029360281980863995
2019-06-14;-0.1394233602989403;-0.25;-0.03225806451612903;2739.28;-0.00665837136443681;-0.1396079660930453;2019.0;8.3;0.31;0.019438873397048126;-0.002710233049442127
2019-07-26;-0.1201911990034749;-0.25;-0.03333333333333333;2715.68;0.006824477011098118;;2019.0;8.3;0.31;0.014445924317892905;-0.0017362729644810036
2019-09-06;-0.1316223389686336;-0.25;-0.034482758620689655;2797.55;-0.0029981284169329214;-0.1534517224047805;2019.0;8.3;0.31;0.01732444011557388;-0.0022802833293338594
2019-10-25;-0.1213541113324297;-0.5;-0.07142857142857142;2873.41;-0.0009357319828220412;;2019.0;8.3;0.31;0.01472682033728374;-0.001787160194783421
2019-12-13;-0.1255667800933234;-0.25;-0.038461538461538464;2996.63;0.0019072915402684743;-0.1394547851391626;2019.0;8.3;0.31;0.015767016263005036;-0.001979813463824607
2020-02-07;-0.1244106158580773;-0.25;-0.04;3087.63;-0.0043466315843296854;-0.1422230187299099;2020.0;9.3;0.33;0.015478001338186076;-0.0019256276787358744
2020-03-20;-0.1557968800536564;0.0;0.0;2331.61;0.0018631092689274098;-0.1463877774307631;2020.0;9.3;0.33;0.024272667834453403;-0.003781605919186581
2020-04-24;-0.1239902203055873;-0.5;-0.08333333333333333;2562.03;-0.01019751299445204;-0.1406148768735505;2020.0;9.3;0.33;0.015373574731428074;-0.001906172917834177
2020-06-19;-0.1379556663928483;-1.0;-0.18181818181818182;2758.67;0.0071411854833201005;-0.1429093661573584;2020.0;9.3;0.33;0.01903176588989485;-0.0026255399459731233
2020-07-24;-0.1218072847412697;-0.25;-0.05555555555555555;2863.12;0.009817093480813277;-0.1392098049716451;2020.0;9.3;0.33;0.014837014616040754;-0.0018072564640464566
2020-09-18;-0.123180996116448;0.0;0.0;2951.79;-0.008201952560441761;-0.157319071822269;2020.0;9.3;0.33;0.015173557804240378;-0.0018690939649568335
2020-10-23;-0.1231853519604929;0.0;0.0;2816.7;0.003342819613552983;-0.1423113272913634;2020.0;9.3;0.33;0.015174630937630513;-0.0018692922529225994
2020-12-18;-0.1199519293348589;0.0;0.0;3273.75;-0.0023919441975497335;-0.1615792663308889;2020.0;9.3;0.33;0.014388465351154983;-0.0017259241790388085
2021-02-12;-0.1248019770342586;0.0;0.0;3427.08;0.007030621260259551;-0.1300883601921332;2021.0;9.8;0.32;0.015575533471659611;-0.0019438573706263892
2021-03-19;-0.1148573958518946;0.25;0.058823529411764705;3475.26;0.00040868602258292697;-0.1501809512701747;2021.0;9.8;0.32;0.013192221381878814;-0.001515224193424283
2021-04-23;-0.1185733789265189;0.5;0.1111111111111111;3597.17;-0.00044191647941893564;-0.1459475729052671;2021.0;9.8;0.32;0.014059646190051836;-0.001667099755265804
2021-06-11;-0.1055485986997703;0.5;0.1;3841.53;0.0006640184294273155;-0.1319065364468191;2021.0;9.8;0.32;0.011140506687485154;-0.001175864869669478
2021-07-23;-0.1185728967058351;1.0;0.18181818181818182;3734.54;-0.006882067811874393;-0.1456312106635828;2021.0;9.8;0.32;0.01405953183321264;-0.0016670794157919227
2021-09-10;-0.1267826800020986;0.25;0.038461538461538464;4002.66;0.002283588550941573;-0.1551257392358704;2021.0;9.8;0.32;0.016073847948514533;-0.0020378855208589074
2021-10-22;-0.125656102162346;0.75;0.1111111111111111;4196.96;-0.005119160934615508;-0.1617012657584209;2021.0;9.8;0.32;0.01578945601063393;-0.0019840414975600853
2021-12-17;-0.1441964278084108;1.0;0.13333333333333333;3723.27;-0.00047527560837856697;-0.1503028419672405;2021.0;9.8;0.32;0.020792609792706227;-0.002998220056922419
