date;tonepr;rate_shock_abs;rate_shock_rel;close;spread;toneev;year;trans;trust
2013-10-14;-3.9663142380360203;0.0;0.0;116.58;-0.008577432779599548;;2013.0;3.5;
2013-11-08;-4.8797301647523454;0.0;0.0;117.09;0.05125576739581916;;2013.0;3.5;
2013-12-13;-4.58301057905948;0.0;0.0;117.85;0.05941518657150979;;2013.0;3.5;
2014-02-14;-7.115753204379039;0.0;0.0;118.8;0.05051780860156896;-8.935623510196267;2014.0;6.2;0.36
2014-03-03;-3.603317225166705;0.0;0.0;118.66;0.16869099816778643;;2014.0;6.2;0.36
2014-03-14;-8.123946743760218;0.0;0.0;118.8;0.3119338195141097;;2014.0;6.2;0.36
2014-04-25;-6.85204590751016;0.5;0.07142857142857142;119.34;-0.05026388645656965;;2014.0;6.2;0.36
2014-06-16;-6.204978674133906;0.0;0.0;120.6;-0.024872528420694096;-8.390548496021779;2014.0;6.2;0.36
2014-07-25;-5.93001019778985;0.5;0.06666666666666667;121.43;-0.01646903824541468;;2014.0;6.2;0.36
2014-09-12;-5.8007380101368256;0.0;0.0;123.05;0.08943453582013206;-7.212114985002708;2014.0;6.2;0.36
2014-10-31;-7.862015124578151;1.5;0.1875;123.96;0.14531366083323505;;2014.0;6.2;0.36
2014-12-11;-6.766651719138954;1.0;0.10526315789473684;123.36;-0.1539022619599706;-9.310849410836527;2014.0;6.2;0.36
2014-12-16;-2.1958892020342633;0.0;0.0;122.06;0.024581097260067963;;2014.0;6.2;0.36
2015-01-30;-6.722367496937032;-2.0;-0.11764705882352941;124.78;0.4256521705902294;;2015.0;7.2;0.46
2015-03-13;-5.121355845086526;-1.0;-0.06666666666666667;126.96;0.0;-8.869886752654194;2015.0;7.2;0.46
2015-04-30;-6.35755913506611;-1.5;-0.10714285714285714;130.51;0.18406324699640209;;2015.0;7.2;0.46
2015-06-15;-6.702271100625779;-1.0;-0.08;130.5;-0.053625465719875365;-9.070159373225184;2015.0;7.2;0.46
2015-07-31;-4.965063311513989;-0.5;-0.043478260869565216;131.29;-0.6907310471567563;;2015.0;7.2;0.46
2015-09-11;-5.917393391912699;0.0;0.0;131.37;0.06853226995815476;-7.572947587883631;2015.0;7.2;0.46
2015-10-30;-5.713729522307703;0.0;0.0;133.64;0.05988024131013958;;2015.0;7.2;0.46
2015-12-11;-6.165860047144949;0.0;0.0;133.03;0.015035333060975375;-9.343946130718296;2015.0;7.2;0.46
