date;tonepr;rate_shock_abs;rate_shock_rel;rts_close;rts_spread;toneev;year;trans;trust
2013-10-14;-0.08504433283410838;0.0;0.0;1.0202602616460164;-0.00205356277076545;0.0;2013.0;3.5;0.0
2013-11-08;-0.10462948000744562;0.0;0.0;0.99336886550841;-0.02280231331539232;0.0;2013.0;3.5;0.0
2013-12-13;-0.09826732166858494;0.0;0.0;0.9634180106596524;-0.0012350024187494785;0.0;2013.0;3.5;0.0
2014-02-14;-0.15257350970210448;0.0;0.0;0.9297431992801274;0.016204136439287628;-0.12817043649684948;2014.0;6.2;0.36
2014-03-03;-0.07726107691247686;0.0;0.0;0.7718280611891741;-0.10601766341823762;0.0;2014.0;6.2;0.36
2014-03-14;-0.17419084554052425;0.0;0.0;0.7354260400083062;-0.0016175602823505497;0.0;2014.0;6.2;0.36
2014-04-25;-0.1469191893987275;0.5;0.07142857142857142;0.7748113795251609;-0.018805947172940513;0.0;2014.0;6.2;0.36
2014-06-16;-0.13304499843484058;0.0;0.0;0.9398491036201286;0.000773608924032422;-0.12035201146914412;2014.0;6.2;0.36
2014-07-25;-0.12714921983090655;0.5;0.06666666666666667;0.8626358413511456;-0.014419113835552638;0.0;2014.0;6.2;0.36
2014-09-12;-0.12437741046504025;0.0;0.0;0.8398075725064027;-0.003652851884449776;-0.10344884435187697;2014.0;6.2;0.36
2014-10-31;-0.1685745987016134;1.5;0.1875;0.7554786460856926;-0.011378614775087947;0.0;2014.0;6.2;0.36
2014-12-11;-0.14508819685953445;1.0;0.10526315789473684;0.5703675503564754;-0.037538494171402315;-0.1335525866529194;2014.0;6.2;0.36
2014-12-16;-0.04708349388300048;0.0;0.0;0.43548833667889525;-0.12130363530832777;0.0;2014.0;6.2;0.36
2015-01-30;-0.14413866994204427;-2.0;-0.11764705882352941;0.5103827784315083;-0.019394351934713838;0.0;2015.0;7.2;0.46
2015-03-13;-0.1098103339555642;-1.0;-0.06666666666666667;0.57698484114349;-0.027486837265722763;-0.12722752424249578;2015.0;7.2;0.46
2015-04-30;-0.13631657570399947;-1.5;-0.10714285714285714;0.7124731778223852;-0.0025906121829125106;0.0;2015.0;7.2;0.46
2015-06-15;-0.14370776998957185;-1.0;-0.08;0.6626842943171593;0.010795702597982293;-0.13010018658862765;2015.0;7.2;0.46
2015-07-31;-0.10645916371363942;-0.5;-0.043478260869565216;0.5944625181698623;-0.005828212427250623;0.0;2015.0;7.2;0.46
2015-09-11;-0.12687869465969592;0.0;0.0;0.553125216307884;-0.0017379457859442171;-0.1086245405034403;2015.0;7.2;0.46
2015-10-30;-0.12251180467733636;0.0;0.0;0.5852702983318335;0.009208004085250798;0.0;2015.0;7.2;0.46
2015-12-11;-0.13220623041647256;0.0;0.0;0.5379455942410188;-0.016158615775638485;-0.1340273180501207;2015.0;7.2;0.46
2016-01-29;-0.14737865144736625;0.0;0.0;0.5158856510002076;0.018402561287718777;0.0;2016.0;7.3;0.42
2016-03-18;-0.12224170936832922;0.0;0.0;0.6126739115387277;0.010482597706583718;-0.1164370093365788;2016.0;7.3;0.42
2016-04-29;-0.09188868823994628;0.0;0.0;0.6583442929327888;-0.008678365493376416;0.0;2016.0;7.3;0.42
2016-06-10;-0.11025228914821043;-0.5;-0.045454545454545456;0.6400290717796082;-0.02019167605568034;-0.13186605887018316;2016.0;7.3;0.42
2016-07-29;-0.1105035407003398;0.0;0.0;0.6420502526476085;0.0042458779976318195;0.0;2016.0;7.3;0.42
2016-09-16;-0.11566883294866148;-0.5;-0.047619047619047616;0.6654738007890911;-0.010810804261310203;-0.1557487164645885;2016.0;7.3;0.42
2016-10-28;-0.0910666673104445;0.0;0.0;0.6868069495396968;-0.0022650522340568746;0.0;2016.0;7.3;0.42
2016-12-16;-0.11202239460285618;0.0;0.0;0.7860178583789021;-0.006206701545119514;-0.1465410027643934;2016.0;7.3;0.42
2017-02-03;-0.12805175624163198;0.0;0.0;0.8239772963244965;0.011448007590862647;0.0;2017.0;7.3;0.42
2017-03-24;-0.12814498924005166;-0.25;-0.025;0.7784730393853395;0.0013257232248240491;-0.14542176533454385;2017.0;7.3;0.42
2017-04-28;-0.11172868677742663;-0.5;-0.05128205128205128;0.7713919844950509;-0.0031356975289298372;0.0;2017.0;7.3;0.42
2017-06-16;-0.16477086924893752;-0.25;-0.02702702702702703;0.6882951477815463;0.004374081010689312;-0.14594757290526714;2017.0;7.3;0.42
2017-07-28;-0.14833908971148674;0.0;0.0;0.7021803834706167;-0.01288925015353859;0.0;2017.0;7.3;0.42
