date,CLOSE,"Объем, RUB","Капитализация, RUB","Дюрация индекса, дней","Доходность индекса, %"
04 02 22,521.87,2 334 651 481,1 596 586 237 838.09,700.00,9.55
03 02 22,521.32,2 044 586 080,1 594 914 832 659.52,701.00,9.60
02 02 22,521.20,3 601 547 705,1 594 556 897 908.16,702.00,9.59
01 02 22,521.03,4 445 095 028,1 594 025 021 756.54,703.00,9.60
31 01 22,520.63,938 205 479,1 592 182 462 979.38,704.00,9.64
28 01 22,519.64,1 692 777 290,1 589 771 651 666.23,707.00,9.69
27 01 22,518.10,1 229 413 240,1 585 068 726 781.29,708.00,9.85
26 01 22,517.07,5 064 534 527,1 587 142 706 951.33,709.00,9.94
25 01 22,517.43,9 739 054 283,1 588 226 854 020.07,707.00,9.89
24 01 22,517.85,3 042 762 997,1 588 899 947 591.33,708.00,9.85
21 01 22,519.06,1 359 742 364,1 593 227 248 439.12,712.00,9.66
20 01 22,519.80,3 132 027 237,1 595 508 447 323.76,713.00,9.57
19 01 22,520.08,1 070 783 894,1 611 116 329 234.22,714.00,9.52
18 01 22,518.45,2 976 672 899,1 606 044 015 552.63,708.00,9.67
17 01 22,519.57,5 104 201 410,1 608 895 513 361.61,709.00,9.54
14 01 22,520.42,5 159 836 131,1 612 137 268 043.91,712.00,9.38
13 01 22,523.85,5 586 806 406,1 622 778 911 080.91,714.00,9.03
12 01 22,525.86,1 207 772 204,1 629 000 584 257.78,715.00,8.79
11 01 22,526.21,1 549 388 240,1 630 090 806 803.23,716.00,8.74
10 01 22,527.65,1 820 751 177,1 633 615 386 922.82,718.00,8.58
06 01 22,528.70,843 735 807,1 637 793 297 725.29,722.00,8.42
05 01 22,531.02,100 465 179,1 644 961 966 846.87,724.00,8.17
04 01 22,530.93,153 858 345,1 644 699 500 350.63,724.00,8.17
03 01 22,530.74,125 248 141,1 643 173 611 566.1,725.00,8.18
30 12 21,528.73,657 538 925,1 637 878 577 871.26,729.00,8.33
29 12 21,527.77,2 547 058 919,1 634 907 674 949.66,730.00,8.42
28 12 21,528.14,3 247 692 453,1 636 074 006 718.95,731.00,8.37
27 12 21,527.88,1 573 357 490,1 634 652 802 544.01,732.00,8.37
24 12 21,527.73,2 966 571 772,1 634 823 349 930.85,735.00,8.36
23 12 21,527.61,6 617 878 212,1 634 456 657 498.76,736.00,8.36
22 12 21,526.57,11 400 283 705,1 631 257 631 803.84,737.00,8.44
21 12 21,526.31,12 742 414 127,1 630 449 517 078.92,738.00,8.45
20 12 21,524.84,12 086 511 197,1 625 269 574 965.21,738.00,8.59
17 12 21,523.73,4 230 248 661,1 622 446 636 243.44,741.00,8.67
16 12 21,523.08,6 271 682 177,1 620 430 673 744.12,742.00,8.73
15 12 21,522.73,4 364 037 254,1 619 348 931 247.43,743.00,8.75
14 12 21,522.45,1 382 866 228,1 618 483 094 496.39,744.00,8.78
13 12 21,522.64,1 406 543 310,1 618 470 873 741.68,745.00,8.74
10 12 21,522.43,686 564 462,1 618 439 257 781.75,748.00,8.73
09 12 21,522.42,3 523 787 130,1 618 410 626 248.85,749.00,8.72
08 12 21,522.05,6 677 833 307,1 617 268 906 940.66,750.00,8.74
07 12 21,521.67,3 477 207 334,1 616 104 323 499.66,751.00,8.77
06 12 21,522.03,3 615 378 816,1 616 593 673 196.7,752.00,8.72
03 12 21,521.96,2 292 340 269,1 617 288 782 173.4,756.00,8.70
02 12 21,521.61,4 463 795 237,1 616 195 782 976.27,756.00,8.72
01 12 21,521.92,2 878 991 240,1 617 163 221 716.97,757.00,8.67
30 11 21,521.70,3 709 193 910,2 234 225 498 692.36,680.00,8.65
29 11 21,521.49,2 146 945 157,2 233 325 395 529.28,681.00,8.67
26 11 21,520.31,6 444 368 517,2 228 284 331 367.1,684.00,8.76
25 11 21,520.17,21 113 191 604,2 227 679 226 166.98,685.00,8.75
24 11 21,519.32,17 638 391 538,2 224 039 130 312.74,686.00,8.85
23 11 21,518.65,2 620 104 188,2 221 175 492 222.84,687.00,8.90
22 11 21,519.80,8 378 470 967,2 226 114 814 712.38,688.00,8.75
19 11 21,520.91,2 092 182 061,2 230 855 836 638.9,691.00,8.59
18 11 21,521.30,2 975 521 833,2 232 518 170 511.36,692.00,8.54
17 11 21,522.22,1 975 652 486,2 236 443 266 365.6,694.00,8.44
16 11 21,522.32,4 239 676 532,2 236 877 336 219.24,695.00,8.42
15 11 21,522.84,1 106 110 697,2 239 100 815 910.1,696.00,8.35
12 11 21,522.61,2 668 547 735,2 238 110 934 110.52,699.00,8.33
11 11 21,523.18,2 513 812 892,2 240 532 498 692.36,700.00,8.26
10 11 21,522.33,8 783 590 837,2 236 900 330 947.44,701.00,8.36
09 11 21,521.62,21 017 969 680,2 233 850 781 402.94,702.00,8.42
08 11 21,521.30,5 455 159 139,2 232 470 696 511.96,703.00,8.45
05 11 21,520.89,363 864 949,2 230 704 406 912.2,706.00,8.44
03 11 21,520.49,4 622 194 830,2 228 974 242 821.7,708.00,8.45
02 11 21,520.34,10 612 279 467,2 228 346 453 221.94,709.00,8.46
01 11 21,520.75,2 065 667 501,2 230 084 576 694.16,710.00,8.41
29 10 21,520.74,1 729 661 035,2 230 020 943 876.06,713.00,8.36
28 10 21,520.78,4 551 409 021,2 230 182 569 385.32,714.00,8.35
27 10 21,522.36,14 056 960 887,2 236 932 674 165.78,716.00,8.17
26 10 21,522.77,3 985 637 156,2 238 699 295 600.96,717.00,8.11
25 10 21,523.68,2 410 585 203,2 242 615 018 581.84,718.00,7.98
22 10 21,525.80,1 518 457 115,2 251 700 678 598.26,721.00,7.72
21 10 21,527.56,2 320 070 719,2 259 227 831 305.84,722.00,7.55
20 10 21,528.12,4 261 616 552,2 261 632 683 450.4,723.00,7.48
19 10 21,528.35,3 139 247 697,2 275 004 441 777.76,721.00,7.45
18 10 21,528.07,1 343 221 162,2 273 809 030 323.16,721.00,7.46
15 10 21,528.50,910 527 836,2 275 660 196 450.7,725.00,7.39
14 10 21,528.36,1 631 677 855,2 275 042 978 741.62,726.00,7.39
13 10 21,528.07,2 657 474 622,2 273 773 916 196.82,727.00,7.42
12 10 21,527.92,662 384 162,2 273 119 106 287.92,728.00,7.42
11 10 21,528.02,2 592 499 154,2 273 545 949 506.26,729.00,7.40
08 10 21,527.77,1 600 167 520,2 272 462 038 051.66,732.00,7.39
07 10 21,527.03,1 428 956 249,2 269 263 003 124.84,733.00,7.46
06 10 21,526.49,1 298 702 343,2 266 957 069 743.72,734.00,7.50
05 10 21,527.28,3 317 244 523,2 280 927 800 033.44,731.00,7.41
04 10 21,528.33,1 857 810 789,2 285 479 213 105.42,732.00,7.30
01 10 21,528.36,1 370 239 047,2 285 592 683 450.4,736.00,7.27
30 09 21,528.76,596 251 125,2 287 304 618 868.56,737.00,7.22
29 09 21,529.09,901 640 235,2 288 739 356 886.78,738.00,7.17
28 09 21,528.85,2 750 295 325,2 287 721 462 086.9,739.00,7.18
27 09 21,528.81,6 339 225 229,2 287 566 663 141.26,740.00,7.18
24 09 21,528.94,590 935 711,2 288 149 829 268.8,743.00,7.14
23 09 21,529.05,1 967 244 432,2 288 608 644 869.16,744.00,7.12
22 09 21,529.72,1 154 273 063,2 291 490 196 450.7,745.00,7.05
21 09 21,529.66,986 990 783,2 291 250 421 468.62,746.00,7.03
20 09 21,529.43,1 293 817 350,2 290 259 703 759.54,747.00,7.05
17 09 21,529.91,10 948 684 624,2 292 315 231 377.52,750.00,6.97
16 09 21,529.96,1 546 406 955,2 292 547 779 304.64,751.00,6.96
15 09 21,529.95,2 242 096 844,2 292 504 377 195.92,752.00,6.95
14 09 21,530.03,3 003 859 250,2 292 852 659 486.84,753.00,6.93
13 09 21,530.04,1 346 212 198,2 292 897 432 431.88,754.00,6.92
10 09 21,529.72,926 164 543,2 291 524 989 704.88,757.00,6.92
09 09 21,529.35,1 082 548 140,2 289 942 434 468.92,758.00,6.96
08 09 21,529.46,525 315 230,2 290 439 652 178,759.00,6.93
07 09 21,529.52,4 515 100 506,2 290 688 087 596.16,760.00,6.92
06 09 21,529.98,767 560 046,2 292 663 388 159.18,761.00,6.86
03 09 21,529.77,3 284 237 531,2 291 765 690 759.24,764.00,6.85
02 09 21,529.68,4 473 263 245,2 291 396 146 486.54,765.00,6.85
01 09 21,530.03,2 803 604 646,2 292 928 895 468.02,766.00,6.80
31 08 21,530.20,893 038 180,1 942 384 980 359,716.00,6.77
30 08 21,530.00,631 233 928,1 941 670 194 413.66,717.00,6.78
27 08 21,529.64,1 824 599 351,1 940 344 231 377.52,720.00,6.78
26 08 21,529.43,2 042 435 113,1 939 558 425 123.04,721.00,6.79
25 08 21,529.82,4 153 398 059,1 940 976 735 031.94,722.00,6.75
24 08 21,529.57,1 192 780 588,1 940 056 340 232.06,723.00,6.76
23 08 21,529.73,1 663 248 382,1 940 638 227 723.1,724.00,6.73
20 08 21,529.32,2 493 348 903,1 939 154 297 996.4,727.00,6.75
19 08 21,529.22,3 295 451 655,1 938 770 331 305.84,728.00,6.75
18 08 21,528.95,1 063 751 714,1 937 791 314 651.12,729.00,6.76
17 08 21,528.75,1 995 264 504,1 946 161 338 850.56,726.00,6.78
16 08 21,528.57,3 144 180 161,1 945 504 752 342.2,727.00,6.79
13 08 21,527.85,6 211 757 760,1 942 854 084 597.28,730.00,6.83
12 08 21,527.79,1 955 721 459,1 942 645 540 324.58,731.00,6.82
11 08 21,528.17,1 598 727 641,1 944 053 721 069.8,732.00,6.78
10 08 21,528.07,4 113 065 248,1 943 684 728 378.64,733.00,6.78
09 08 21,528.13,831 602 775,1 943 907 510 669.56,734.00,6.77
06 08 21,527.58,6 086 514 186,1 941 897 741 378.94,737.00,6.80
05 08 21,527.81,2 007 989 940,1 942 731 737 724.52,739.00,6.76
04 08 21,527.62,1 864 957 634,1 942 020 601 252,739.00,6.77
03 08 21,527.62,1 802 452 507,1 942 018 890 851.76,741.00,6.77
02 08 21,527.87,1 064 764 419,1 942 931 213 760.96,742.00,6.73
30 07 21,527.64,1 752 905 735,1 942 070 077 288.44,745.00,6.73
29 07 21,527.47,6 067 506 144,1 941 444 900 197.64,746.00,6.73
28 07 21,527.55,2 297 567 118,1 941 729 219 452.42,747.00,6.71
27 07 21,527.14,11 039 375 376,1 945 458 433 507.08,745.00,6.74
26 07 21,526.89,2 872 003 348,1 944 532 867 307.86,746.00,6.76
23 07 21,527.21,694 308 686,1 945 715 826 689.58,750.00,6.70
22 07 21,527.11,3 650 394 948,1 945 364 732 452.72,751.00,6.70
21 07 21,526.54,1 877 720 562,1 943 275 129 289.64,751.00,6.74
20 07 21,525.78,1 310 181 220,1 955 208 195 908.52,746.00,6.80
19 07 21,525.49,1 027 074 281,1 954 118 046 435.7,747.00,6.82
16 07 21,525.31,1 641 304 842,1 953 449 457 890.3,750.00,6.81
15 07 21,525.01,2 520 846 804,1 952 328 885 999.62,751.00,6.82
14 07 21,524.61,5 634 545 314,1 950 838 945 309.66,752.00,6.85
13 07 21,524.50,2 673 343 397,1 950 420 218 254.7,753.00,6.85
12 07 21,524.29,4 230 216 436,1 949 624 779 182.12,754.00,6.86
09 07 21,524.44,2 371 386 050,1 950 181 194 291.14,757.00,6.82
08 07 21,524.04,5 998 418 254,1 948 681 238 563.84,758.00,6.85
07 07 21,524.62,4 071 034 223,1 950 819 935 963.78,759.00,6.78
06 07 21,524.60,2 128 981 944,1 950 733 238 563.84,760.00,6.77
05 07 21,524.17,14 320 291 468,1 949 118 808 837.14,761.00,6.81
02 07 21,523.66,2 494 914 070,1 947 232 039 546.52,764.00,6.83
01 07 21,524.25,3 164 095 394,1 949 412 216 637.32,765.00,6.76
30 06 21,524.20,793 737 655,1 949 238 722 328.78,766.00,6.76
29 06 21,524.16,9 100 219 593,1 949 089 183 327.88,767.00,6.76
28 06 21,525.11,2 749 318 036,1 952 616 275 527.7,769.00,6.65
25 06 21,525.54,5 119 097 019,1 954 201 325 072.2,772.00,6.59
24 06 21,525.56,4 304 908 290,1 954 292 467 236.18,773.00,6.57
23 06 21,525.12,5 421 567 007,1 952 670 286 490.96,774.00,6.61
22 06 21,524.94,888 248 068,1 952 013 980 236.48,775.00,6.62
21 06 21,524.74,758 302 165,1 951 275 105 745.74,776.00,6.63
18 06 21,524.99,5 363 152 852,1 952 190 766 181.82,779.00,6.57
17 06 21,524.05,7 580 617 322,1 948 707 199 982.6,780.00,6.65
16 06 21,524.27,6 656 787 884,1 949 519 196 328.18,781.00,6.63
15 06 21,525.79,903 473 163,1 955 154 845 381.34,782.00,6.48
14 06 21,526.60,22 974 196,1 958 162 974 125.36,783.00,6.40
11 06 21,526.17,420 331 982,1 956 551 867 307.86,786.00,6.41
10 06 21,525.58,2 678 424 656,1 953 893 566 744.84,787.00,6.47
09 06 21,525.72,2 035 866 911,1 954 421 605 326.08,788.00,6.44
08 06 21,526.12,3 532 914 774,1 968 089 011 089.22,784.00,6.41
07 06 21,526.81,111 079 947,1 970 483 446 507.38,785.00,6.35
04 06 21,526.65,1 361 346 453,1 969 871 916 852.36,788.00,6.34
03 06 21,527.69,1 961 850 505,1 973 701 816 924.04,789.00,6.23
02 06 21,527.65,1 218 346 624,1 973 906 462 742.44,790.00,6.22
01 06 21,527.98,1 309 882 549,1 974 286 147 142.08,791.00,6.20
31 05 21,528.13,761 920 688,1 974 664 473 449.03,659.00,6.08
28 05 21,528.76,4 081 445 412,1 973 928 404 650.45,662.00,6.07
27 05 21,529.35,2 973 963 551,1 975 797 121 210.67,663.00,5.99
26 05 21,529.46,5 207 446 032,1 976 843 664 590.79,664.00,5.95
25 05 21,529.35,3 531 127 696,1 976 416 291 100.95,665.00,5.96
24 05 21,529.26,1 642 341 355,1 976 070 572 173.88,666.00,5.96
21 05 21,529.37,4 033 433 921,1 976 457 745 664.42,669.00,5.91
20 05 21,531.15,743 547 878,1 977 039 497 555.7,670.00,5.89
19 05 21,530.80,3 952 817 748,1 975 732 952 375.45,671.00,5.92
18 05 21,530.97,1 145 239 229,1 975 595 767 230.74,672.00,5.91
17 05 21,531.51,8 410 430 606,1 976 099 476 339.01,673.00,5.89
14 05 21,531.06,3 088 505 140,1 974 096 750 014.15,676.00,5.92
13 05 21,530.94,1 607 856 426,1 973 594 930 197.05,677.00,5.92
12 05 21,530.83,6 252 377 596,1 974 973 559 903.23,678.00,5.87
11 05 21,530.66,3 179 367 230,1 974 573 308 085.93,679.00,5.88
10 05 21,530.90,16 704 420,1 976 218 355 248.61,680.00,5.82
07 05 21,533.21,712 987 973,1 973 375 804 179.63,683.00,5.88
06 05 21,533.60,135 171 511,1 974 811 434 122.72,684.00,5.82
05 05 21,533.66,1 209 839 433,1 974 308 886 195.6,685.00,5.83
04 05 21,533.20,739 917 948,1 974 301 052 885.46,686.00,5.81
30 04 21,533.87,456 076 616,1 973 632 831 960.54,690.00,5.80
29 04 21,533.81,992 371 284,1 973 404 672 668.47,691.00,5.80
28 04 21,533.79,1 628 047 149,1 971 579 533 690.39,692.00,5.84
27 04 21,533.86,3 234 922 098,1 970 648 830 638.18,693.00,5.86
26 04 21,535.28,2 842 733 879,1 971 812 635 255.46,694.00,5.83
23 04 21,537.26,1 672 429 894,1 972 014 660 836.85,698.00,5.79
22 04 21,538.65,2 338 197 818,1 973 468 113 087.63,699.00,5.74
21 04 21,539.28,7 780 148 912,1 974 570 119 321.59,700.00,5.69
20 04 21,539.62,1 418 963 245,1 974 409 800 466.65,701.00,5.69
19 04 21,540.14,702 092 834,1 974 140 295 194.4,702.00,5.68
16 04 21,540.35,2 070 057 579,1 974 861 017 248.36,705.00,5.64
15 04 21,538.57,3 840 578 999,1 969 029 600 654.5,705.00,5.78
14 04 21,539.11,1 409 795 541,1 969 751 716 600.79,706.00,5.75
13 04 21,537.86,1 967 307 722,1 963 781 061 861.02,707.00,5.91
12 04 21,537.87,577 502 667,1 963 802 490 591.22,708.00,5.90
09 04 21,537.43,12 549 375 179,1 962 197 646 422.19,711.00,5.90
08 04 21,537.72,9 157 046 826,1 963 266 239 188.73,712.00,5.87
07 04 21,537.71,3 177 338 899,1 963 247 285 734.48,713.00,5.87
06 04 21,538.79,3 106 011 661,1 977 771 553 655.2,710.00,5.75
05 04 21,539.00,3 418 870 727,1 978 526 756 780.94,711.00,5.72
02 04 21,538.65,1 992 488 006,1 977 257 967 057.44,714.00,5.73
01 04 21,538.47,3 899 194 053,1 976 614 432 149.99,715.00,5.75
31 03 21,538.37,6 179 128 374,1 976 261 538 805.01,716.00,5.74
30 03 21,538.14,1 016 671 764,1 975 401 384 987.31,717.00,5.76
29 03 21,538.61,2 223 505 131,1 977 111 451 822.83,718.00,5.70
26 03 21,538.09,3 219 179 689,1 975 211 372 518.94,721.00,5.74
25 03 21,536.86,6 823 957 300,1 970 691 484 815.66,722.00,5.85
24 03 21,536.20,1 227 544 858,1 968 256 728 130.35,723.00,5.91
23 03 21,535.57,2 496 494 296,1 965 941 656 244.52,724.00,5.97
22 03 21,537.61,1 699 393 296,1 973 444 756 542.71,726.00,5.76
19 03 21,538.87,2 811 136 655,1 978 059 871 987.01,729.00,5.59
18 03 21,538.86,2 024 498 207,1 978 023 052 173.86,730.00,5.60
17 03 21,539.00,1 383 292 907,1 978 539 326 608.59,731.00,5.58
16 03 21,539.27,621 345 606,1 979 545 764 804.01,732.00,5.53
15 03 21,539.69,481 092 291,1 981 104 297 693.79,733.00,5.49
12 03 21,539.60,3 018 699 836,1 980 764 390 312.82,736.00,5.47
11 03 21,540.10,6 883 727 662,1 982 593 124 109.45,737.00,5.41
10 03 21,541.14,969 867 326,1 986 394 154 613.01,738.00,5.30
09 03 21,541.57,523 456 658,1 987 967 103 193.95,739.00,5.26
05 03 21,541.05,623 480 530,1 986 061 503 670.32,743.00,5.28
04 03 21,541.63,597 245 603,1 988 179 817 756.77,744.00,5.21
03 03 21,541.27,3 459 278 150,1 986 844 145 740.5,745.00,5.25
02 03 21,540.74,4 421 955 997,1 996 241 746 560.95,742.00,5.29
01 03 21,540.97,3 558 782 693,1 997 090 982 340.46,743.00,5.25
26 02 21,540.26,3 738 558 518,1 987 125 680 509.24,618.00,5.11
25 02 21,540.60,2 638 617 567,1 988 362 928 598.14,619.00,5.08
24 02 21,541.11,3 109 483 285,1 990 229 676 613.06,620.00,5.02
22 02 21,540.91,48 999 382,1 989 480 679 503.49,622.00,5.01
20 02 21,540.90,191 000 828,1 989 448 916 904.78,624.00,5.01
19 02 21,540.62,2 613 275 079,1 988 403 927 453.68,625.00,5.02
18 02 21,540.61,1 303 876 151,1 988 354 071 526.11,626.00,5.02
17 02 21,540.31,2 076 814 022,1 987 248 285 565.8,627.00,5.04
16 02 21,540.80,2 532 958 770,1 998 152 267 563.47,625.00,4.99
15 02 21,541.17,1 490 161 728,1 999 510 395 430.78,626.00,4.92
12 02 21,541.46,3 734 801 309,2 000 585 100 701.88,629.00,4.87
11 02 21,542.38,651 893 788,2 003 991 468 406.91,630.00,4.76
10 02 21,542.80,1 105 430 863,2 005 527 410 601.98,631.00,4.70
09 02 21,543.12,2 048 923 078,2 006 702 101 146.63,632.00,4.65
08 02 21,543.18,416 126 016,2 006 908 548 509.58,634.00,4.65
05 02 21,542.87,4 061 725 097,2 005 763 786 547.62,636.00,4.65
04 02 21,542.76,1 865 358 255,2 005 366 780 713.05,637.00,4.66
03 02 21,542.62,442 820 873,2 004 845 093 477.59,638.00,4.67
02 02 21,542.49,1 941 715 448,2 004 361 364 277.27,639.00,4.68
01 02 21,542.54,1 386 411 739,2 004 552 427 004.82,640.00,4.66
29 01 21,542.21,1 773 768 652,2 003 345 922 916.22,643.00,4.68
28 01 21,542.10,2 196 112 550,2 002 948 845 733.92,644.00,4.68
27 01 21,542.18,7 051 158 404,2 003 237 707 643.57,645.00,4.66
26 01 21,542.11,5 821 439 757,2 008 205 170 606.18,645.00,4.66
25 01 21,542.17,616 184 744,2 008 410 175 606.73,646.00,4.65
22 01 21,541.85,1 890 957 601,2 007 211 332 644.67,649.00,4.65
21 01 21,542.38,3 163 570 640,2 009 157 111 769.51,650.00,4.60
20 01 21,542.24,6 105 926 294,2 008 637 754 352.25,651.00,4.61
19 01 21,542.08,4 896 519 596,2 023 350 166 870.9,647.00,4.61
18 01 21,542.20,1 781 941 351,2 023 788 766 108.31,648.00,4.60
15 01 21,542.02,2 795 624 332,2 023 100 814 602.15,651.00,4.60
14 01 21,542.37,9 216 683 072,2 024 404 704 327.5,652.00,4.57
13 01 21,542.38,2 804 879 280,2 024 430 662 323.9,653.00,4.56
12 01 21,542.38,1 812 367 005,2 024 433 459 341.27,654.00,4.55
11 01 21,542.86,322 571 501,2 026 226 881 882.87,655.00,4.49
08 01 21,543.46,48 109 917,2 028 461 688 078.34,658.00,4.40
06 01 21,543.34,63 728 885,2 028 001 244 482.53,660.00,4.41
05 01 21,543.17,56 719 967,2 027 352 640 120.83,661.00,4.42
04 01 21,542.92,61 257 416,2 026 401 547 393.48,662.00,4.43
30 12 20,542.05,1 366 963 763,2 023 169 263 454.79,667.00,4.49
29 12 20,541.55,5 269 915 095,2 021 299 215 423.75,668.00,4.53
28 12 20,540.92,6 500 845 083,2 018 964 921 444.32,669.00,4.60
25 12 20,540.41,1 700 957 197,2 017 043 170 849.41,672.00,4.64
24 12 20,540.02,7 230 354 958,2 015 605 134 852.11,673.00,4.66
23 12 20,539.74,4 373 058 887,2 014 566 628 815.42,674.00,4.69
22 12 20,540.08,3 227 746 792,2 015 834 311 306.16,675.00,4.66
21 12 20,540.02,1 630 918 587,2 015 621 835 087.42,676.00,4.66
18 12 20,540.18,717 415 037.04,2 016 223 462 505.13,679.00,4.61
17 12 20,540.22,2 226 417 896.25,2 016 367 863 706.3,680.00,4.62
16 12 20,540.07,2 332 467 040.66,2 015 801 342 307.31,681.00,4.62
15 12 20,540.20,2 238 734 891.18,2 028 520 200 360.42,678.00,4.59
14 12 20,540.34,1 957 537 579.81,2 029 031 963 071.85,679.00,4.57
11 12 20,540.11,1 493 174 670.82,2 028 160 026 125.26,682.00,4.56
10 12 20,540.09,2 492 185 075.89,2 028 079 400 453.07,683.00,4.57
09 12 20,539.91,2 290 747 912.99,2 027 416 256 725.87,684.00,4.58
08 12 20,539.95,4 258 228 850.78,2 040 491 129 889.85,681.00,4.57
07 12 20,539.98,1 570 866 852.95,2 040 595 094 454.87,682.00,4.56
04 12 20,539.66,2 681 115 304.81,2 039 367 702 347.7,685.00,4.57
03 12 20,539.56,1 331 850 872.34,2 039 003 704 512.43,686.00,4.58
02 12 20,539.44,856 677 995.45,2 038 551 844 368.12,687.00,4.59
01 12 20,539.32,1 484 650 122.46,2 038 086 147 786.78,688.00,4.60
30 11 20,539.53,2 107 591 761.8,2 038 865 707 949.76,689.00,4.57
27 11 20,539.50,2 817 007 152.21,2 038 753 858 458.27,692.00,4.55
26 11 20,539.35,1 985 480 193.73,2 038 199 995 295.84,693.00,4.56
25 11 20,539.36,2 570 606 141.85,2 038 231 859 804.4,694.00,4.56
24 11 20,539.35,1 508 779 748.41,2 038 203 011 259.65,695.00,4.55
23 11 20,539.25,1 776 026 874.69,2 037 813 957 187.52,696.00,4.55
20 11 20,539.15,618 879 572.11,2 037 438 137 153.33,699.00,4.54
19 11 20,538.98,2 372 638 660.47,2 036 780 183 699.53,700.00,4.56
18 11 20,534.98,1 017 139 227.46,2 021 666 727 627,699.00,4.84
17 11 20,538.83,487 778 565.37,2 036 233 823 555.22,702.00,4.56
16 11 20,538.79,410 816 200.98,2 036 094 408 100.97,703.00,4.55
13 11 20,538.44,1 768 475 898.99,2 034 770 515 613.78,706.00,4.56
12 11 20,538.46,868 794 966.33,2 034 843 857 086.15,707.00,4.56
11 11 20,538.42,1 986 124 431.61,2 034 687 566 159.63,708.00,4.56
10 11 20,538.25,3 783 537 951.14,2 034 036 494 451.25,709.00,4.57
09 11 20,538.28,4 140 961 983.11,2 034 160 694 031.34,710.00,4.56
06 11 20,537.55,2 021 638 284.36,2 031 394 797 692.01,713.00,4.60
05 11 20,537.34,2 438 499 457.82,2 030 616 937 819.4,714.00,4.62
03 11 20,536.34,691 851 760.77,2 026 852 823 643.3,716.00,4.70
02 11 20,536.08,704 484 503.27,2 025 859 935 915.8,716.00,4.71
