BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE
SNDX,IMOEX,04.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1447,59","1444,76","1453,27","1437,62","25173225493,00"
SNDX,IMOEX,05.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1434,91","1447,59","1458,14","1432,88","25772995792,00"
SNDX,IMOEX,06.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1440,60","1434,90","1453,92","1431,97","22594474240,00"
SNDX,IMOEX,09.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1448,36","1440,60","1449,55","1432,01","19440445631,00"
SNDX,IMOEX,10.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1476,88","1448,36","1478,82","1444,02","52819039306,00"
SNDX,IMOEX,11.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1465,47","1476,86","1480,28","1458,72","52350051347,00"
SNDX,IMOEX,12.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1464,53","1465,46","1485,17","1457,78","50758475447,00"
SNDX,IMOEX,13.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1463,43","1464,52","1478,12","1458,74","43929387954,00"
SNDX,IMOEX,16.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1464,42","1463,44","1467,41","1445,94","30543391776,00"
SNDX,IMOEX,17.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1486,34","1464,70","1494,97","1464,62","46993957569,00"
SNDX,IMOEX,18.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1493,70","1486,36","1495,30","1475,56","40442018349,00"
SNDX,IMOEX,19.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1503,70","1493,66","1505,97","1490,29","52688523320,00"
SNDX,IMOEX,20.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1491,15","1503,71","1506,84","1486,16","40655926557,00"
SNDX,IMOEX,23.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1499,27","1491,05","1499,84","1477,02","49849493681,00"
SNDX,IMOEX,24.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1488,70","1499,29","1502,34","1480,62","40430866721,00"
SNDX,IMOEX,25.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1498,79","1488,70","1507,31","1488,70","59216784200,00"
SNDX,IMOEX,26.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1514,72","1498,80","1519,55","1498,80","74005931406,00"
SNDX,IMOEX,27.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1508,04","1514,72","1518,40","1503,37","48969878518,00"
SNDX,IMOEX,30.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1496,30","1508,04","1513,96","1492,03","40653349591,00"
SNDX,IMOEX,31.01.2012,Индекс МосБиржи,Индекс МосБиржи,"1514,03","1496,24","1518,36","1495,80","44127280525,00"
SNDX,IMOEX,01.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1539,36","1514,02","1540,48","1504,13","57673700904,00"
SNDX,IMOEX,02.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1542,39","1539,36","1547,62","1532,40","63613598617,00"
SNDX,IMOEX,03.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1564,82","1542,44","1565,52","1536,30","46614504841,00"
SNDX,IMOEX,06.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1562,87","1564,82","1570,48","1557,83","43973537031,00"
SNDX,IMOEX,07.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1549,49","1562,87","1571,70","1546,34","45640558300,00"
SNDX,IMOEX,08.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1555,11","1549,47","1571,44","1548,86","54586696126,00"
SNDX,IMOEX,09.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1541,64","1555,09","1565,90","1532,60","65198894778,00"
SNDX,IMOEX,10.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1525,17","1541,70","1544,10","1521,78","45049912397,00"
SNDX,IMOEX,13.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1559,21","1525,21","1560,83","1524,56","46904541363,00"
SNDX,IMOEX,14.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1562,13","1559,21","1574,75","1553,69","46290578631,00"
SNDX,IMOEX,15.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1579,38","1562,13","1582,76","1555,93","48064288337,00"
SNDX,IMOEX,16.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1570,36","1579,40","1581,77","1554,41","45143909637,00"
SNDX,IMOEX,17.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1568,54","1570,36","1585,15","1559,82","38704227305,00"
SNDX,IMOEX,20.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1579,19","1568,54","1585,75","1567,29","26595366054,00"
SNDX,IMOEX,21.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1558,98","1579,19","1580,40","1555,58","36615979822,00"
SNDX,IMOEX,22.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1538,17","1558,91","1571,23","1536,05","44579188473,00"
SNDX,IMOEX,24.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1594,55","1538,17","1595,58","1534,93","68178387292,00"
SNDX,IMOEX,27.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1592,66","1594,50","1607,69","1585,44","52857527707,00"
SNDX,IMOEX,28.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1574,10","1592,67","1604,29","1570,24","48079238039,00"
SNDX,IMOEX,29.02.2012,Индекс МосБиржи,Индекс МосБиржи,"1597,67","1574,10","1599,42","1574,10","47129366174,00"
SNDX,IMOEX,01.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1595,78","1597,67","1602,72","1577,98","45269918242,00"
SNDX,IMOEX,02.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1608,08","1595,78","1608,75","1587,82","50437285412,00"
SNDX,IMOEX,05.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1625,74","1608,08","1629,55","1608,08","50293532749,00"
SNDX,IMOEX,06.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1562,19","1625,72","1626,02","1561,19","66123829581,00"
SNDX,IMOEX,07.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1572,83","1562,19","1574,84","1551,07","47408963776,00"
SNDX,IMOEX,11.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1606,33","1572,74","1608,61","1569,74","18758906881,00"
SNDX,IMOEX,12.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1604,26","1606,37","1619,24","1592,53","52708606943,00"
SNDX,IMOEX,13.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1611,88","1604,26","1617,53","1602,21","42953542739,00"
SNDX,IMOEX,14.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1631,15","1611,88","1634,31","1611,46","70769066017,00"
SNDX,IMOEX,15.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1626,63","1631,15","1639,63","1618,32","82607431473,00"
SNDX,IMOEX,16.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1618,99","1626,63","1629,02","1608,69","47474157713,00"
SNDX,IMOEX,19.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1586,41","1618,99","1626,83","1579,14","53096495395,00"
SNDX,IMOEX,20.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1558,65","1586,41","1594,08","1556,22","49338926228,00"
SNDX,IMOEX,21.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1551,78","1558,65","1572,25","1542,09","53514555354,00"
SNDX,IMOEX,22.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1529,51","1551,76","1561,11","1525,60","49260259950,00"
SNDX,IMOEX,23.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1540,97","1529,51","1541,68","1518,24","41458394213,00"
SNDX,IMOEX,26.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1565,12","1540,39","1568,86","1539,52","43852687489,00"
SNDX,IMOEX,27.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1554,28","1565,12","1574,27","1549,27","43195737249,00"
SNDX,IMOEX,28.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1520,37","1554,38","1555,63","1518,40","54738661510,00"
SNDX,IMOEX,29.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1494,86","1520,37","1521,60","1486,93","52953545320,00"
SNDX,IMOEX,30.03.2012,Индекс МосБиржи,Индекс МосБиржи,"1517,34","1494,86","1531,92","1493,87","57155909764,00"
SNDX,IMOEX,02.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1521,90","1517,33","1537,73","1508,30","39796798364,00"
SNDX,IMOEX,03.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1550,05","1521,90","1556,53","1521,74","50609788432,00"
SNDX,IMOEX,04.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1512,88","1550,04","1550,04","1506,63","49419655243,00"
SNDX,IMOEX,05.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1525,11","1512,88","1527,18","1495,48","49910211991,00"
SNDX,IMOEX,06.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1497,19","1525,10","1529,76","1494,64","27670625049,00"
SNDX,IMOEX,09.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1510,49","1497,19","1511,44","1477,46","35720636253,00"
SNDX,IMOEX,10.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1498,07","1510,51","1520,12","1497,64","45764031055,00"
SNDX,IMOEX,11.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1505,77","1498,08","1520,37","1485,83","45388217716,00"
SNDX,IMOEX,12.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1501,63","1505,77","1512,46","1488,80","44731635017,00"
SNDX,IMOEX,13.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1502,65","1501,63","1516,41","1496,89","46577474791,00"
SNDX,IMOEX,16.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1477,71","1502,67","1505,56","1475,48","47075366558,00"
SNDX,IMOEX,17.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1471,61","1477,75","1481,25","1463,02","49187076314,00"
SNDX,IMOEX,18.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1468,55","1471,61","1485,61","1465,47","36087306205,00"
SNDX,IMOEX,19.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1496,60","1468,55","1503,77","1467,21","49734922245,00"
SNDX,IMOEX,20.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1505,10","1496,60","1506,82","1485,13","36868073179,00"
SNDX,IMOEX,23.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1466,34","1505,10","1505,14","1462,75","37386217719,00"
SNDX,IMOEX,24.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1457,40","1466,27","1472,13","1445,80","36069824273,00"
SNDX,IMOEX,25.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1461,85","1457,42","1470,20","1457,14","29679781916,00"
SNDX,IMOEX,26.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1447,06","1461,85","1467,17","1440,80","32817093575,00"
SNDX,IMOEX,27.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1469,65","1447,06","1469,87","1439,92","37361054686,00"
SNDX,IMOEX,28.04.2012,Индекс МосБиржи,Индекс МосБиржи,"1473,50","1469,65","1474,35","1468,36","6788417446,00"
SNDX,IMOEX,02.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1446,04","1473,50","1489,92","1445,69","36362109468,00"
SNDX,IMOEX,03.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1442,71","1446,04","1456,54","1437,19","31361723389,00"
SNDX,IMOEX,04.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1391,14","1442,73","1442,92","1385,75","48246072903,00"
SNDX,IMOEX,05.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1386,41","1391,14","1392,55","1381,25","9224151807,00"
SNDX,IMOEX,07.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1385,14","1386,41","1393,10","1350,14","20379422160,00"
SNDX,IMOEX,08.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1384,02","1385,14","1399,58","1371,20","23998970651,00"
SNDX,IMOEX,10.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1408,31","1384,02","1418,11","1381,66","43668958339,00"
SNDX,IMOEX,11.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1392,00","1408,31","1409,22","1373,35","38007364530,00"
SNDX,IMOEX,12.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1385,81","1392,00","1392,82","1372,82","8475797461,00"
SNDX,IMOEX,14.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1337,42","1385,81","1388,30","1333,72","35937866324,00"
SNDX,IMOEX,15.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1344,75","1337,42","1345,28","1311,67","49134895876,00"
SNDX,IMOEX,16.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1335,10","1344,76","1345,08","1316,40","47803165861,00"
SNDX,IMOEX,17.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1287,79","1335,08","1342,90","1282,59","60633090032,00"
SNDX,IMOEX,18.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1271,48","1287,79","1293,44","1246,15","66049479222,00"
SNDX,IMOEX,21.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1298,42","1271,28","1298,49","1261,32","41201449704,00"
SNDX,IMOEX,22.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1301,09","1298,40","1307,09","1286,55","40854757500,00"
SNDX,IMOEX,23.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1256,55","1301,02","1301,81","1251,92","42503131767,00"
SNDX,IMOEX,24.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1284,48","1256,55","1286,58","1241,58","45553823274,00"
SNDX,IMOEX,25.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1281,60","1284,48","1295,03","1273,54","34956547104,00"
SNDX,IMOEX,28.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1290,72","1281,61","1304,28","1280,85","23462175171,00"
SNDX,IMOEX,29.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1327,08","1290,72","1329,35","1290,72","45589788218,00"
SNDX,IMOEX,30.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1308,30","1327,08","1327,41","1300,07","48129228968,00"
SNDX,IMOEX,31.05.2012,Индекс МосБиржи,Индекс МосБиржи,"1306,42","1308,30","1327,26","1303,67","54601405503,00"
SNDX,IMOEX,01.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1298,08","1306,43","1320,48","1278,56","48508107878,00"
SNDX,IMOEX,04.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1305,86","1298,08","1314,24","1280,10","36169845893,00"
SNDX,IMOEX,05.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1297,04","1305,86","1320,65","1291,00","32245572754,00"
SNDX,IMOEX,06.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1313,21","1297,04","1317,40","1289,39","42056913187,00"
SNDX,IMOEX,07.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1336,33","1313,21","1340,35","1297,77","50695785461,00"
SNDX,IMOEX,08.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1332,92","1336,38","1336,44","1315,94","36659012540,00"
SNDX,IMOEX,09.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1338,07","1332,92","1341,33","1332,92","7978542999,00"
SNDX,IMOEX,13.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1346,43","1338,07","1357,53","1333,37","34777482739,00"
SNDX,IMOEX,14.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1346,04","1346,43","1348,48","1333,58","23132867593,00"
SNDX,IMOEX,15.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1375,23","1346,04","1379,74","1346,00","52715908488,00"
SNDX,IMOEX,18.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1389,00","1375,21","1393,14","1375,05","41939786652,00"
SNDX,IMOEX,19.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1389,97","1389,12","1397,34","1382,24","34001770021,00"
SNDX,IMOEX,20.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1374,69","1389,97","1392,13","1370,94","27417151154,00"
SNDX,IMOEX,21.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1363,58","1374,69","1382,67","1363,14","34779681848,00"
SNDX,IMOEX,22.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1347,15","1363,58","1363,58","1342,23","29599577603,00"
SNDX,IMOEX,25.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1330,15","1347,16","1349,63","1325,74","25309199841,00"
SNDX,IMOEX,26.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1342,82","1330,15","1349,78","1329,65","25548534664,00"
SNDX,IMOEX,27.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1365,93","1342,82","1366,25","1341,62","29308453335,00"
SNDX,IMOEX,28.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1342,91","1365,93","1379,17","1341,01","31084743183,00"
SNDX,IMOEX,29.06.2012,Индекс МосБиржи,Индекс МосБиржи,"1387,52","1342,91","1390,08","1340,66","40405194795,00"
SNDX,IMOEX,02.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1402,74","1387,52","1406,21","1383,67","32075565380,00"
SNDX,IMOEX,03.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1437,45","1402,74","1440,67","1402,74","42130248933,00"
SNDX,IMOEX,04.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1444,31","1437,19","1446,39","1426,02","23896868175,00"
SNDX,IMOEX,05.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1435,76","1444,30","1458,46","1430,47","45595270548,00"
SNDX,IMOEX,06.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1414,28","1435,75","1440,94","1408,41","30629253155,00"
SNDX,IMOEX,09.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1414,62","1414,29","1423,13","1405,72","23865144680,00"
SNDX,IMOEX,10.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1422,58","1414,64","1433,56","1401,96","33267759584,00"
SNDX,IMOEX,11.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1405,15","1422,58","1422,58","1396,72","32309527017,00"
SNDX,IMOEX,12.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1394,30","1405,15","1406,63","1379,11","28644730571,00"
SNDX,IMOEX,13.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1416,50","1394,30","1418,29","1394,30","25957967093,00"
SNDX,IMOEX,16.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1422,03","1416,48","1423,86","1412,98","22242057039,00"
SNDX,IMOEX,17.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1430,17","1422,03","1442,17","1421,28","32078110357,00"
SNDX,IMOEX,18.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1426,29","1430,17","1436,43","1423,79","22520668039,00"
SNDX,IMOEX,19.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1434,47","1426,29","1444,85","1426,29","30128051758,00"
SNDX,IMOEX,20.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1415,38","1434,49","1435,62","1413,92","22531691383,00"
SNDX,IMOEX,23.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1372,97","1415,38","1416,40","1367,71","38794956248,00"
SNDX,IMOEX,24.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1365,75","1372,95","1382,93","1359,00","32168009496,00"
SNDX,IMOEX,25.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1367,67","1365,75","1385,21","1353,58","40477981280,00"
SNDX,IMOEX,26.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1384,06","1367,67","1385,44","1358,58","34852287288,00"
SNDX,IMOEX,27.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1406,30","1384,06","1406,91","1383,39","30161963297,00"
SNDX,IMOEX,30.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1428,62","1406,30","1431,17","1406,30","27312970933,00"
SNDX,IMOEX,31.07.2012,Индекс МосБиржи,Индекс МосБиржи,"1407,02","1428,62","1432,43","1402,05","30229109886,00"
SNDX,IMOEX,01.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1411,85","1407,01","1419,54","1401,48","24898007704,00"
SNDX,IMOEX,02.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1397,05","1411,85","1430,95","1386,94","41834297637,00"
SNDX,IMOEX,03.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1421,28","1395,31","1422,82","1391,96","31056207209,00"
SNDX,IMOEX,06.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1439,06","1421,22","1449,31","1417,27","42205277601,00"
SNDX,IMOEX,07.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1450,74","1439,34","1451,58","1433,24","32771971594,00"
SNDX,IMOEX,08.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1449,49","1450,81","1453,90","1438,85","26877497696,00"
SNDX,IMOEX,09.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1456,41","1449,49","1462,68","1438,94","32540971264,00"
SNDX,IMOEX,10.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1441,59","1456,41","1456,69","1430,02","26218308862,00"
SNDX,IMOEX,13.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1452,42","1441,88","1467,19","1441,88","27546130652,00"
SNDX,IMOEX,14.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1462,57","1452,42","1464,55","1450,26","23069890718,00"
SNDX,IMOEX,15.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1448,32","1462,57","1465,04","1433,66","31141735775,00"
SNDX,IMOEX,16.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1451,87","1448,34","1458,59","1442,81","22756401760,00"
SNDX,IMOEX,17.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1444,27","1451,85","1460,60","1443,92","20131946036,00"
SNDX,IMOEX,20.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1428,75","1444,26","1448,34","1421,66","24790044372,00"
SNDX,IMOEX,21.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1454,48","1428,75","1459,44","1419,95","28535425178,00"
SNDX,IMOEX,22.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1446,84","1454,48","1454,48","1436,56","20857103179,00"
SNDX,IMOEX,23.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1453,50","1446,81","1470,75","1446,27","38210654344,00"
SNDX,IMOEX,24.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1454,08","1453,50","1455,95","1439,90","25024556725,00"
SNDX,IMOEX,27.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1448,57","1454,08","1460,02","1441,74","17647167287,00"
SNDX,IMOEX,28.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1450,81","1448,55","1458,06","1443,96","29881680597,00"
SNDX,IMOEX,29.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1437,14","1450,81","1459,92","1437,09","30424834827,00"
SNDX,IMOEX,30.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1429,82","1437,12","1441,57","1425,21","24132851340,00"
SNDX,IMOEX,31.08.2012,Индекс МосБиржи,Индекс МосБиржи,"1422,91","1429,82","1438,93","1417,79","30699065531,00"
SNDX,IMOEX,03.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1439,31","1422,90","1443,47","1421,07","20054947166,00"
SNDX,IMOEX,04.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1436,52","1439,31","1444,18","1434,07","21884579647,00"
SNDX,IMOEX,05.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1421,62","1436,46","1437,93","1420,32","25546544592,00"
SNDX,IMOEX,06.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1455,07","1421,62","1456,92","1420,73","36329124073,00"
SNDX,IMOEX,07.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1474,58","1455,07","1484,68","1454,88","54152665498,00"
SNDX,IMOEX,10.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1478,83","1474,58","1479,61","1464,90","29807592997,00"
SNDX,IMOEX,11.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1478,05","1478,83","1479,00","1465,93","26561792768,00"
SNDX,IMOEX,12.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1478,54","1478,05","1483,98","1472,91","33286434342,00"
SNDX,IMOEX,13.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1472,60","1478,51","1478,81","1468,33","23828840263,00"
SNDX,IMOEX,14.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1535,38","1472,60","1541,70","1472,59","90112317057,00"
SNDX,IMOEX,17.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1530,36","1535,38","1539,58","1520,01","62933443570,00"
SNDX,IMOEX,18.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1515,30","1530,37","1539,39","1513,75","42280100398,00"
SNDX,IMOEX,19.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1499,12","1515,30","1527,86","1489,74","69341109017,00"
SNDX,IMOEX,20.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1499,28","1499,15","1502,49","1480,82","45844690411,00"
SNDX,IMOEX,21.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1496,65","1499,29","1511,05","1495,24","39365162955,00"
SNDX,IMOEX,24.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1489,92","1496,63","1496,63","1480,01","24348238193,00"
SNDX,IMOEX,25.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1482,61","1489,92","1499,26","1480,79","27226514774,00"
SNDX,IMOEX,26.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1445,38","1482,61","1483,35","1442,30","37405253520,00"
SNDX,IMOEX,27.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1453,09","1445,39","1459,55","1438,44","32135228452,00"
SNDX,IMOEX,28.09.2012,Индекс МосБиржи,Индекс МосБиржи,"1458,26","1453,11","1468,50","1450,70","31960274442,00"
SNDX,IMOEX,01.10.2012,Индекс МосБиржи,Индекс МосБиржи,"1490,21","1458,30","1491,30","1452,53","30514565160,00"
SNDX,IMOEX,02.10.2012,Индекс МосБиржи,Индекс МосБиржи,"1485,63","1490,21","1492,01","1478,56","28379370098,00"
SNDX,IMOEX,03.10.2012,Индекс МосБиржи,Индекс МосБиржи,"1472,50","1485,61","1485,61","1469,80","28665590569,00"
SNDX,IMOEX,04.10.2012,Индекс МосБиржи,Индекс МосБиржи,"1456,74","1472,50","1478,52","1451,95","30702638965,00"
SNDX,IMOEX,05.10.2012,Индекс МосБиржи,Индекс МосБиржи,"1477,60","1456,71","1488,57","1454,87","32725319475,00"
SNDX,IMOEX,08.10.2012,Индекс МосБиржи,Индекс МосБиржи,"1473,61","1477,60","1477,60","1459,92","22033548287,00"
SNDX,IMOEX,09.10.2012,Индекс МосБиржи,Индекс МосБиржи,"1472,94","1473,61","1480,97","1469,72","24503193510,00"
SNDX,IMOEX,10.10.2012,Индекс МосБиржи,Индекс МосБиржи,"1460,93","1472,94","1472,94","1458,19","24056439742,00"
SNDX,IMOEX,11.10.2012,Индекс МосБиржи,Индекс МосБиржи,"1463,12","1460,91","1468,62","1453,61","23118989557,00"
SNDX,IMOEX,12.10.2012,Индекс МосБиржи,Индекс МосБиржи,"1446,01","1463,15","1463,96","1440,65","25310507037,00"
SNDX,IMOEX,15.10.2012,Индекс МосБиржи,Индекс МосБиржи,"1443,42","1446,01","1456,25","1440,53","19812680888,00"
SNDX,IMOEX,16.10.2012,Индекс МосБиржи,Индекс МосБиржи,"1456,07","1443,42","1456,07","1439,79","25166791235,00"
