BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE
RTSI,RTSI,02.03.2010,Индекс РТС,Индекс РТС,"1445,62","1427,35","1448,02","1424,46","332431399,59"
RTSI,RTSI,03.03.2010,Индекс РТС,Индекс РТС,"1460,20","1445,09","1463,74","1438,05","335009796,93"
RTSI,RTSI,04.03.2010,Индекс РТС,Индекс РТС,"1470,41","1460,05","1480,23","1449,50","334254834,52"
RTSI,RTSI,05.03.2010,Индекс РТС,Индекс РТС,"1508,21","1468,71","1508,76","1468,39","332739441,55"
RTSI,RTSI,09.03.2010,Индекс РТС,Индекс РТС,"1502,70","1508,20","1515,84","1488,01","337160891,15"
RTSI,RTSI,10.03.2010,Индекс РТС,Индекс РТС,"1501,40","1502,48","1515,81","1495,91","419427847,23"
RTSI,RTSI,11.03.2010,Индекс РТС,Индекс РТС,"1504,04","1501,40","1516,74","1495,14","381525656,33"
RTSI,RTSI,12.03.2010,Индекс РТС,Индекс РТС,"1534,68","1503,59","1544,09","1502,07","424675964,64"
RTSI,RTSI,15.03.2010,Индекс РТС,Индекс РТС,"1514,40","1534,68","1536,24","1513,07","366340886,24"
RTSI,RTSI,16.03.2010,Индекс РТС,Индекс РТС,"1536,79","1514,72","1536,79","1512,64","339991036,26"
RTSI,RTSI,17.03.2010,Индекс РТС,Индекс РТС,"1563,46","1536,74","1569,77","1534,36","434299310,06"
RTSI,RTSI,18.03.2010,Индекс РТС,Индекс РТС,"1558,80","1563,73","1572,63","1547,41","409564818,39"
RTSI,RTSI,19.03.2010,Индекс РТС,Индекс РТС,"1544,71","1560,04","1564,54","1540,74","383038087,35"
RTSI,RTSI,22.03.2010,Индекс РТС,Индекс РТС,"1525,59","1546,34","1546,68","1509,56","481616818,59"
RTSI,RTSI,23.03.2010,Индекс РТС,Индекс РТС,"1524,96","1527,88","1545,92","1518,29","420144061,63"
RTSI,RTSI,24.03.2010,Индекс РТС,Индекс РТС,"1514,58","1526,63","1531,20","1506,17","440957408,65"
RTSI,RTSI,25.03.2010,Индекс РТС,Индекс РТС,"1515,04","1513,67","1519,81","1504,60","395953085,33"
RTSI,RTSI,26.03.2010,Индекс РТС,Индекс РТС,"1519,87","1515,22","1527,22","1507,36","390089594,72"
RTSI,RTSI,29.03.2010,Индекс РТС,Индекс РТС,"1551,57","1522,48","1552,38","1514,60","344019996,60"
RTSI,RTSI,30.03.2010,Индекс РТС,Индекс РТС,"1562,29","1551,70","1570,26","1551,51","349848081,69"
RTSI,RTSI,31.03.2010,Индекс РТС,Индекс РТС,"1572,48","1562,09","1584,72","1556,02","381879530,70"
RTSI,RTSI,01.04.2010,Индекс РТС,Индекс РТС,"1608,39","1572,48","1611,45","1569,60","379617108,12"
RTSI,RTSI,02.04.2010,Индекс РТС,Индекс РТС,"1614,45","1608,44","1622,35","1606,24","261841395,07"
RTSI,RTSI,05.04.2010,Индекс РТС,Индекс РТС,"1626,79","1614,45","1627,37","1613,02","333669250,80"
RTSI,RTSI,06.04.2010,Индекс РТС,Индекс РТС,"1633,32","1626,79","1642,37","1617,95","358283464,62"
RTSI,RTSI,07.04.2010,Индекс РТС,Индекс РТС,"1613,88","1633,32","1637,28","1611,13","409300260,84"
RTSI,RTSI,08.04.2010,Индекс РТС,Индекс РТС,"1600,84","1613,94","1617,97","1586,57","399685558,58"
RTSI,RTSI,09.04.2010,Индекс РТС,Индекс РТС,"1631,81","1600,84","1636,04","1599,63","324845417,65"
RTSI,RTSI,12.04.2010,Индекс РТС,Индекс РТС,"1648,43","1631,71","1658,74","1624,52","324205205,68"
RTSI,RTSI,13.04.2010,Индекс РТС,Индекс РТС,"1643,98","1648,43","1653,63","1636,32","344526457,95"
