date,CLOSE,"Объем, RUB","Капитализация, RUB","Дюрация индекса, дней","Доходность индекса, %"
16 10 20,557.70,1 026 637 892.55,2 981 375 500 000,1 476,5.23
15 10 20,557.38,466 419 985.07,2 979 683 500 000,1 477,5.24
14 10 20,558.22,862 401 516.26,2 998 035 000 000,1 478,5.20
13 10 20,557.93,822 684 069.12,2 996 487 000 000,1 473,5.21
12 10 20,557.56,333 481 305.44,2 994 510 500 000,1 473,5.22
09 10 20,557.14,311 062 482.38,2 992 233 500 000,1 477,5.23
08 10 20,556.90,3 683 757 835.17,2 990 925 500 000,1 477,5.24
07 10 20,555.75,2 021 371 487.5,2 984 753 500 000,1 478,5.29
06 10 20,555.20,2 195 079 997.06,2 981 797 500 000,1 478,5.31
05 10 20,554.59,1 159 510 676.41,2 978 507 500 000,1 479,5.33
02 10 20,554.38,699 689 715.69,2 977 377 000 000,1 482,5.33
01 10 20,554.42,3 654 046 343.14,2 977 616 500 000,1 483,5.33
30 09 20,553.23,1 847 554 872.22,2 971 207 500 000,1 484,5.37
29 09 20,551.85,545 800 314.01,2 963 817 500 000,1 484,5.43
28 09 20,552.11,1 305 461 706.72,2 965 201 000 000,1 486,5.42
25 09 20,551.80,1 933 510 227.9,2 963 551 500 000,1 488,5.42
24 09 20,551.65,1 684 898 924.58,2 962 739 000 000,1 489,5.42
23 09 20,552.08,1 948 963 261.5,2 978 556 500 000,1 491,5.40
22 09 20,552.84,4 437 096 325.2,2 982 645 500 000,1 485,5.36
21 09 20,553.83,243 249 459.59,2 987 984 000 000,1 487,5.32
18 09 20,553.67,311 697 527.5,2 987 127 500 000,1 490,5.31
17 09 20,553.78,1 599 836 827.82,2 987 711 500 000,1 491,5.30
16 09 20,553.75,1 514 589 682.69,2 987 556 000 000,1 492,5.30
15 09 20,553.62,1 797 317 173.76,2 986 876 500 000,1 493,5.30
14 09 20,553.41,680 277 010.04,2 985 730 000 000,1 494,5.31
11 09 20,553.51,248 964 676.21,2 986 251 500 000,1 497,5.29
10 09 20,553.50,467 405 319.63,2 986 218 000 000,1 498,5.29
09 09 20,553.40,1 461 859 345.41,2 985 695 500 000,1 499,5.30
08 09 20,552.19,937 142 545.82,2 979 178 000 000,1 499,5.34
07 09 20,553.18,322 310 681.96,2 984 539 000 000,1 501,5.29
04 09 20,553.13,1 757 543 257.03,2 984 275 500 000,1 504,5.28
03 09 20,552.56,1 668 949 499.87,2 981 212 500 000,1 504,5.31
02 09 20,553.99,405 451 495.93,3 000 263 000 000,1 506,5.24
01 09 20,555.19,265 180 533.79,3 006 782 500 000,1 502,5.18
31 08 20,554.55,152 480 655.05,2 118 898 500 000,1 280,5.02
28 08 20,554.08,379 863 007.09,2 117 083 500 000,1 283,5.03
27 08 20,553.81,513 583 441.86,2 116 036 500 000,1 284,5.04
26 08 20,552.69,356 017 211.54,2 111 745 500 000,1 284,5.10
25 08 20,553.24,146 821 756.58,2 113 839 500 000,1 285,5.07
24 08 20,553.45,248 782 696.54,2 114 632 000 000,1 287,5.05
21 08 20,552.53,609 166 259.29,2 111 110 500 000,1 289,5.08
20 08 20,553.46,595 143 459.9,2 114 669 000 000,1 291,5.03
19 08 20,553.77,1 378 872 351.23,2 115 835 500 000,1 292,5.02
18 08 20,552.40,2 305 767 177.6,2 110 600 000 000,1 292,5.08
17 08 20,551.88,1 474 394 301.39,2 108 622 000 000,1 294,5.12
14 08 20,554.47,612 389 593.5,2 118 523 000 000,1 297,4.96
13 08 20,555.23,807 359 483.07,2 121 417 000 000,1 298,4.91
12 08 20,555.86,137 411 697.45,2 123 817 500 000,1 300,4.88
11 08 20,555.97,212 366 639.18,2 124 226 000 000,1 301,4.87
10 08 20,555.38,16 483 550.4,2 121 964 500 000,1 302,4.90
07 08 20,555.18,571 244 441.3,2 121 199 500 000,1 305,4.89
06 08 20,555.58,593 279 569.36,2 122 710 000 000,1 306,4.87
05 08 20,555.85,281 014 366.45,2 123 731 000 000,1 307,4.85
04 08 20,555.53,366 433 623.56,2 122 508 500 000,1 308,4.87
03 08 20,555.70,290 339 488.1,2 123 158 500 000,1 309,4.85
31 07 20,554.82,259 646 917.75,2 119 784 000 000,1 312,4.89
30 07 20,553.81,611 591 552.67,2 115 910 500 000,1 313,4.94
29 07 20,555.47,142 053 836.33,2 122 246 500 000,1 314,4.85
28 07 20,555.75,127 146 017.9,2 123 331 500 000,1 315,4.83
27 07 20,556.21,750 466 078.5,2 125 071 500 000,1 316,4.80
24 07 20,555.88,622 963 856.6,2 123 818 000 000,1 319,4.80
23 07 20,556.17,539 719 850.45,2 124 923 000 000,1 320,4.79
22 07 20,556.03,1 298 990 031.61,2 139 136 000 000,1 321,4.80
21 07 20,555.92,1 728 179 061.18,2 138 728 500 000,1 313,4.80
20 07 20,555.19,507 114 397.38,2 135 937 000 000,1 314,4.83
17 07 20,554.68,860 741 370.93,2 133 957 500 000,1 317,4.84
16 07 20,554.34,1 171 803 810.35,2 132 657 500 000,1 318,4.86
15 07 20,554.51,807 949 659.71,2 133 320 000 000,1 319,4.85
14 07 20,554.22,799 332 265.21,2 132 185 000 000,1 320,4.86
13 07 20,553.98,213 496 098.92,2 131 262 000 000,1 321,4.87
10 07 20,553.03,820 478 552.58,2 127 604 500 000,1 324,4.91
09 07 20,553.41,545 088 884.22,2 129 063 000 000,1 325,4.89
08 07 20,552.61,1 408 874 389.82,2 125 990 000 000,1 325,4.92
07 07 20,550.82,2 195 508 339.23,2 119 115 000 000,1 326,5.01
06 07 20,548.69,1 895 483 621.71,2 110 914 500 000,1 327,5.12
03 07 20,549.27,1 465 604 306.35,2 113 160 000 000,1 329,5.07
02 07 20,550.98,1 703 878 578.78,2 119 744 000 000,1 331,4.98
30 06 20,550.27,1 876 456 713.39,2 117 006 500 000,1 333,5.00
29 06 20,552.81,842 675 050.7,2 126 759 000 000,1 335,4.88
26 06 20,553.18,157 241 675.47,2 128 193 000 000,1 338,4.84
25 06 20,552.71,1 828 592 338.57,2 126 395 500 000,1 339,4.87
23 06 20,553.62,559 571 339.58,2 129 910 000 000,1 341,4.81
22 06 20,553.28,1 762 940 303.42,2 128 605 500 000,1 342,4.83
19 06 20,554.78,1 843 110 320.4,2 134 386 500 000,1 346,4.74
18 06 20,553.05,556 347 463.23,2 127 732 500 000,1 346,4.83
17 06 20,552.17,1 875 272 202.95,2 124 363 500 000,1 347,4.87
16 06 20,551.27,1 264 321 417.87,2 120 904 500 000,1 348,4.91
15 06 20,549.96,1 585 994 086.95,2 115 850 000 000,1 349,4.98
11 06 20,549.96,1 948 892 548.59,2 115 863 000 000,1 353,4.96
10 06 20,549.80,1 968 934 691.59,2 115 244 000 000,1 354,4.96
09 06 20,548.71,4 962 665 470.65,2 111 032 500 000,1 354,5.01
08 06 20,548.34,4 793 474 661.03,2 109 607 500 000,1 356,5.03
05 06 20,548.03,8 185 740 125.42,2 108 428 000 000,1 359,5.03
04 06 20,548.75,1 410 461 020.32,2 111 212 500 000,1 360,5.00
03 06 20,550.40,5 401 342 561.37,2 117 562 500 000,1 361,4.91
02 06 20,550.91,1 403 086 772.43,2 119 519 500 000,1 362,4.88
01 06 20,549.83,545 040 016.77,2 115 359 500 000,1 363,4.93
29 05 20,549.47,1 089 810 153.38,1 984 152 388 989.34,1 372,4.95
28 05 20,549.11,1 453 132 980.92,1 982 840 455 608.22,1 373,4.97
27 05 20,549.47,1 003 022 703.04,1 984 142 785 826.26,1 374,4.95
26 05 20,550.01,958 019 658.2,1 986 100 021 807.44,1 376,4.92
25 05 20,550.08,430 512 287.75,1 986 347 673 317.3,1 377,4.91
22 05 20,549.31,1 177 409 946.72,1 983 583 007 189.76,1 379,4.93
21 05 20,550.26,1 201 882 406.8,1 987 016 409 298.48,1 380,4.89
20 05 20,550.01,4 095 152 752.63,2 002 168 610 352.84,1 382,4.90
19 05 20,550.16,3 420 734 066.95,2 002 704 549 425.42,1 372,4.88
18 05 20,550.06,4 760 957 509.07,2 002 322 592 080.74,1 372,4.89
15 05 20,548.48,4 036 702 060.41,1 996 575 055 536.54,1 375,4.95
14 05 20,544.20,4 115 791 662.15,1 980 999 240 775.5,1 375,5.16
13 05 20,543.76,1 606 630 341.6,1 979 414 746 466.96,1 375,5.19
12 05 20,542.46,2 049 753 897.11,1 974 680 780 196.06,1 376,5.25
08 05 20,538.81,502 053 798.56,1 961 385 882 581.08,1 379,5.42
07 05 20,536.36,1 628 841 133.33,1 952 464 899 655.46,1 379,5.54
06 05 20,535.95,2 286 181 468.09,1 950 973 731 910.54,1 380,5.56
05 05 20,536.16,8 715 051.12,1 951 736 842 382.46,1 381,5.55
04 05 20,535.52,22 175 862.15,1 949 419 242 873.8,1 382,5.58
30 04 20,534.33,907 985 456.81,1 945 100 543 856.48,1 386,5.62
29 04 20,534.50,280 653 665.01,1 945 730 031 275.84,1 387,5.61
28 04 20,534.68,109 104 805.51,1 946 395 787 566.16,1 388,5.60
27 04 20,534.33,318 418 378.72,1 945 123 066 202.66,1 389,5.62
24 04 20,534.30,5 114 931 439.66,1 945 015 756 293.76,1 392,5.60
23 04 20,532.72,5 280 317 593.96,1 939 275 159 241.8,1 393,5.68
22 04 20,530.50,7 111 802 698.33,1 943 582 870 061.7,1 393,5.79
21 04 20,527.73,5 383 069 640.23,1 933 449 289 244.8,1 384,5.93
20 04 20,530.63,2 562 109 782.96,1 944 078 644 624.12,1 387,5.78
17 04 20,525.91,2 832 754 536.35,1 926 786 150 796.5,1 389,6.02
16 04 20,519.78,9 445 745 049.82,1 904 315 580 942.86,1 387,6.33
15 04 20,518.22,2 817 782 501.81,1 898 601 413 197.94,1 387,6.41
14 04 20,518.90,1 290 600 896.76,1 901 083 167 870.88,1 389,6.37
13 04 20,518.84,451 463 611.93,1 900 847 887 617,1 390,6.37
10 04 20,518.21,8 032 490 584.72,1 898 551 898 580.26,1 393,6.39
09 04 20,517.97,3 214 614 647.79,1 897 663 108 980.5,1 393,6.40
08 04 20,516.74,1 571 528 758.93,1 893 171 539 546.52,1 394,6.46
07 04 20,517.00,1 336 442 389.38,1 894 121 153 672.86,1 395,6.44
06 04 20,516.40,1 749 466 112.6,1 891 913 960 347,1 396,6.47
03 04 20,514.56,1 455 841 689.08,1 885 168 772 712.6,1 399,6.56
02 04 20,512.82,280 286 971.12,1 878 787 976 223.66,1 399,6.65
01 04 20,513.33,1 071 338 099.88,1 880 648 136 659.74,1 400,6.62
31 03 20,513.89,1 800 542 079.94,1 882 686 715 859.26,1 402,6.58
30 03 20,510.10,544 358 228.42,1 868 813 124 498.76,1 401,6.78
27 03 20,510.95,1 330 752 628.69,1 871 942 662 660.34,1 405,6.72
26 03 20,509.02,2 253 233 820.13,1 864 877 578 608.68,1 405,6.82
25 03 20,507.98,2 777 278 552.73,1 861 071 013 607.18,1 405,6.87
24 03 20,507.55,4 267 683 587.44,1 859 511 804 885.58,1 407,6.90
23 03 20,497.59,579 006 524.12,1 823 006 665 597.96,1 404,7.43
20 03 20,498.43,1 262 403 901.59,1 826 101 903 196.52,1 407,7.37
19 03 20,490.03,1 108 363 369.78,1 795 338 645 350.08,1 405,7.84
18 03 20,487.61,679 073 590.86,1 786 476 062 915.8,1 405,7.97
17 03 20,492.59,1 416 148 901.44,1 804 706 567 348.28,1 408,7.68
16 03 20,493.95,964 922 663.05,1 809 699 220 475.52,1 409,7.59
13 03 20,497.43,3 955 173 674.94,1 822 467 398 344.38,1 414,7.39
12 03 20,499.51,2 109 429 316.51,1 830 084 862 997.9,1 417,7.28
11 03 20,509.45,2 418 244 287.69,1 866 491 015 644.22,1 420,6.72
10 03 20,510.65,1 698 150 373.73,1 870 876 653 734.12,1 422,6.65
06 03 20,521.94,1 702 744 923.55,1 912 257 309 615.2,1 430,6.04
05 03 20,528.74,7 625 934 286.51,1 937 168 957 409.38,1 433,5.69
04 03 20,528.24,3 687 560 557.2,1 946 694 468 792.3,1 434,5.70
03 03 20,524.57,1 587 290 151.6,1 933 174 419 667.46,1 426,5.89
02 03 20,522.37,2 373 756 255.45,1 925 047 844 542.02,1 426,5.99
28 02 20,519.86,1 115 733 669.1,2 304 946 915 234.98,1 504,6.15
27 02 20,526.60,4 200 890 170.66,2 334 808 335 974.2,1 508,5.82
26 02 20,528.24,1 532 311 603.42,2 342 077 655 228.98,1 511,5.74
25 02 20,529.35,5 871 150 106.41,2 347 006 092 264.52,1 512,5.68
21 02 20,530.39,3 803 440 516.02,2 351 602 643 846.06,1 517,5.62
20 02 20,530.52,1 670 412 076.75,2 352 163 505 336.5,1 518,5.61
19 02 20,529.51,4 344 155 220.51,2 356 810 913 372.56,1 519,5.66
18 02 20,528.76,1 123 236 474.22,2 353 476 710 700.82,1 514,5.69
17 02 20,528.90,2 259 391 408.95,2 354 079 754 973.52,1 515,5.68
14 02 20,528.45,2 631 335 103.25,2 352 068 852 864.8,1 518,5.69
13 02 20,527.68,2 762 882 676.87,2 348 656 515 337.92,1 518,5.72
12 02 20,527.05,3 428 178 287.73,2 345 845 100 228.9,1 519,5.75
11 02 20,526.46,1 763 766 847.57,2 343 226 762 702.02,1 519,5.77
10 02 20,525.85,2 052 508 095.23,2 340 504 812 666.18,1 520,5.79
07 02 20,525.27,6 467 907 931.21,2 337 906 921 520.72,1 523,5.81
06 02 20,524.56,6 301 806 894.13,2 334 743 858 975.92,1 524,5.84
05 02 20,524.52,4 914 790 185.72,2 334 569 488 139.6,1 525,5.84
04 02 20,523.65,4 899 622 041.61,2 330 676 041 758.18,1 525,5.88
03 02 20,522.89,2 385 952 900.75,2 327 279 401 631.24,1 526,5.91
31 01 20,523.00,1 435 524 864.59,2 327 774 397 976.82,1 529,5.89
30 01 20,522.78,1 315 941 761.28,2 326 794 857 358.54,1 530,5.90
29 01 20,523.06,1 063 473 013.82,2 328 049 802 122.58,1 531,5.88
28 01 20,522.69,1 793 636 657.29,2 326 403 267 195.76,1 532,5.89
27 01 20,522.77,8 480 155 168.51,2 326 739 294 813.74,1 533,5.88
24 01 20,523.70,1 189 872 477.28,2 330 863 196 922.46,1 537,5.83
23 01 20,523.51,1 720 197 109.88,2 330 003 047 449.64,1 538,5.83
22 01 20,522.94,1 441 927 159.79,2 342 220 008 868.4,1 538,5.85
21 01 20,522.81,2 613 665 395.69,2 341 633 270 850.18,1 530,5.86
20 01 20,523.03,1 298 005 037.31,2 342 624 484 904.84,1 531,5.85
17 01 20,522.42,1 209 126 742.57,2 339 886 789 541.94,1 534,5.86
16 01 20,522.12,1 759 291 291.34,2 338 555 863 469.66,1 535,5.88
15 01 20,522.02,1 614 636 185.1,2 338 126 339 506.1,1 536,5.88
14 01 20,522.38,3 228 651 206.41,2 339 721 664 032.68,1 537,5.86
13 01 20,522.37,1 698 629 916.94,2 339 672 638 032.08,1 538,5.85
10 01 20,519.98,1 963 521 160.76,2 328 981 581 598.4,1 540,5.95
09 01 20,518.58,1 412 982 083.06,2 322 691 982 089.74,1 540,6.02
08 01 20,518.58,14 379 210.2,2 322 704 659 180.54,1 541,6.01
06 01 20,518.09,26 959 772.56,2 320 496 930 508.2,1 543,6.03
03 01 20,518.12,33 637 891.25,2 320 642 974 780.9,1 546,6.02
30 12 19,517.33,451 273 372.41,2 317 105 257 491.48,1 550,6.04
27 12 19,516.90,1 506 363 529.73,2 315 165 744 491.18,1 553,6.04
26 12 19,516.60,1 899 659 211.24,2 313 833 515 818.84,1 554,6.05
25 12 19,516.09,878 749 643.89,2 311 539 180 329,1 555,6.08
24 12 19,515.74,916 465 152.37,2 309 972 219 329.9,1 556,6.09
23 12 19,515.42,311 355 780.42,2 308 531 455 311.08,1 557,6.10
20 12 19,514.88,2 768 221 058.31,2 306 127 392 766.28,1 559,6.12
19 12 19,514.86,5 163 429 468.06,2 306 015 082 857.38,1 560,6.11
18 12 19,515.07,7 248 307 702.93,2 306 968 874 494.18,1 562,6.10
17 12 19,514.92,489 022 661.58,2 306 274 404 149.2,1 562,6.11
16 12 19,514.65,624 999 938.95,2 305 085 468 731.04,1 563,6.11
13 12 19,514.61,3 102 200 082.87,2 304 920 919 186.54,1 567,6.10
12 12 19,513.19,3 020 419 648.5,2 298 580 236 823.94,1 567,6.17
11 12 19,512.58,3 723 819 454.48,2 295 825 770 133.38,1 568,6.20
10 12 19,512.46,1 942 278 443.85,2 295 297 096 697,1 569,6.20
09 12 19,512.40,143 737 546.57,2 295 024 294 096.94,1 570,6.20
06 12 19,512.27,796 736 970.81,2 294 425 834 715.22,1 573,6.19
05 12 19,511.82,1 604 800 611.61,2 292 411 421 643.24,1 574,6.21
04 12 19,511.64,4 829 139 767.53,2 291 583 617 425.8,1 575,6.22
03 12 19,511.20,2 973 938 198.53,2 289 621 329 443.42,1 576,6.23
02 12 19,510.66,1 712 108 020.23,2 287 214 097 116.66,1 576,6.25
29 11 19,511.32,1 659 366 523.88,1 968 556 825 789,1 288,6.10
28 11 19,511.36,5 341 371 146.62,1 968 711 165 352.92,1 289,6.10
27 11 19,511.69,282 549 762.88,1 969 976 805 899.52,1 290,6.08
26 11 19,511.62,3 025 654 727.15,1 969 712 257 552.74,1 291,6.08
25 11 19,511.77,304 545 710.82,1 970 292 794 516.6,1 292,6.06
22 11 19,511.60,1 441 310 408.88,1 969 650 512 225.68,1 295,6.06
21 11 19,511.48,2 094 842 088.55,1 969 180 147 080.82,1 296,6.06
20 11 19,511.14,2 793 933 341.11,1 967 877 698 662.36,1 297,6.08
19 11 19,511.08,2 489 433 874.05,1 967 654 401 753.76,1 298,6.07
18 11 19,510.41,2 076 315 688.72,1 965 054 757 972.4,1 299,6.11
15 11 19,509.85,2 051 021 607.06,1 962 911 658 463.74,1 302,6.12
14 11 19,509.29,3 210 779 284.9,1 960 755 082 918.64,1 302,6.15
13 11 19,508.74,2 262 656 160.36,1 958 642 057 337.7,1 303,6.18
12 11 19,509.26,4 196 692 363.95,1 960 651 487 064.4,1 304,6.15
11 11 19,509.53,1 141 211 737.95,1 961 675 455 792,1 306,6.12
08 11 19,510.17,3 840 025 469.92,1 964 143 453 754.96,1 309,6.07
07 11 19,510.29,2 900 543 473.32,1 964 601 361 555.14,1 310,6.06
06 11 19,509.96,2 420 572 447.53,1 963 313 786 010.04,1 311,6.08
05 11 19,510.19,647 657 145.33,1 964 202 551 646.24,1 312,6.07
01 11 19,508.91,742 117 832.15,1 959 289 719 810.82,1 316,6.12
31 10 19,508.59,349 877 610.82,1 958 070 983 829.64,1 317,6.13
30 10 19,509.08,1 215 523 117.6,1 959 939 083 338.3,1 318,6.10
29 10 19,508.73,2 505 967 310.32,1 958 605 361 974.8,1 319,6.11
28 10 19,509.07,2 652 839 212.7,1 959 924 882 283.94,1 320,6.09
25 10 19,508.13,1 017 799 485.35,1 956 307 255 157.3,1 323,6.13
24 10 19,506.79,2 397 227 098.71,1 951 152 452 976.9,1 323,6.20
23 10 19,507.54,634 074 817.92,1 966 420 692 612.5,1 325,6.15
22 10 19,506.58,1 927 952 989.93,1 962 706 619 104.44,1 317,6.21
21 10 19,505.91,1 345 538 635.14,1 960 124 556 559.64,1 318,6.24
18 10 19,504.49,1 296 080 899.57,1 954 632 951 779.18,1 320,6.31
17 10 19,502.59,1 945 496 434.47,1 947 277 653 672.86,1 321,6.41
16 10 19,502.36,640 848 678.38,1 946 379 714 600.28,1 321,6.42
15 10 19,502.51,150 016 341.42,1 946 959 974 545.02,1 323,6.41
14 10 19,502.34,447 921 439.61,1 946 299 100 054.28,1 324,6.41
11 10 19,501.67,674 465 035.86,1 943 708 472 927.64,1 326,6.44
10 10 19,501.01,461 123 833.76,1 941 132 720 711.4,1 328,6.47
09 10 19,498.99,1 029 276 336.85,1 933 286 093 584.76,1 328,6.59
08 10 19,498.59,798 752 141.91,1 931 744 636 240.08,1 329,6.60
07 10 19,497.79,2 148 607 710.08,1 928 644 208 550.42,1 330,6.64
04 10 19,496.21,3 100 425 384.56,1 922 534 444 951.26,1 332,6.72
03 10 19,495.83,215 394 404.65,1 921 047 349 097.02,1 333,6.74
02 10 19,495.57,1 458 186 592.02,1 920 049 457 951.56,1 334,6.75
01 10 19,495.45,583 510 971.66,1 919 599 103 769.96,1 335,6.75
30 09 19,495.54,475 581 782.62,1 919 942 413 678.86,1 336,6.74
27 09 19,495.33,187 838 015.32,1 919 112 273 551.92,1 339,6.74
26 09 19,495.09,1 062 035 402.29,1 918 167 895 406.76,1 340,6.74
25 09 19,494.87,406 137 469.98,1 917 328 734 970.68,1 341,6.75
24 09 19,495.00,581 130 003.42,1 917 848 412 061.48,1 342,6.74
23 09 19,494.84,644 132 100.21,1 917 240 211 007.12,1 343,6.74
20 09 19,494.79,469 363 253.91,1 917 062 299 552.52,1 346,6.73
19 09 19,494.43,416 574 599.56,1 915 649 615 152.88,1 347,6.75
18 09 19,493.92,744 158 450.96,1 913 675 648 462.32,1 348,6.77
17 09 19,493.68,1 148 273 692.25,1 912 748 307 281.02,1 349,6.78
16 09 19,494.33,409 054 134.66,1 915 280 838 553.42,1 350,6.74
13 09 19,494.37,775 938 738.44,1 915 451 556 262.5,1 353,6.72
12 09 19,494.30,1 044 356 225.71,1 915 173 726 044.46,1 354,6.72
11 09 19,493.78,119 177 576.14,1 913 166 724 427.08,1 355,6.74
10 09 19,493.66,109 650 289.29,1 912 682 248 390.64,1 356,6.75
09 09 19,493.68,543 696 193.2,1 912 767 805 663.64,1 357,6.74
06 09 19,493.75,349 861 353.39,1 913 042 471 791.18,1 360,6.72
05 09 19,493.64,442 227 638.24,1 912 622 543 681.86,1 361,6.72
04 09 19,493.17,2 461 578 006.52,1 922 134 811 355.1,1 362,6.75
03 09 19,492.27,2 735 762 338.32,1 918 625 136 301.34,1 355,6.80
02 09 19,492.68,4 594 102 887.42,1 920 204 658 227.86,1 356,6.77
30 08 19,491.17,1 044 735 105.12,1 501 053 437 284.02,1 313,6.82
29 08 19,489.83,1 348 222 181.69,1 496 961 937 703.68,1 314,6.90
28 08 19,489.06,649 710 564.28,1 494 616 738 686.36,1 315,6.94
27 08 19,488.67,99 119 840.54,1 493 419 792 304.94,1 316,6.96
26 08 19,488.69,123 044 685.28,1 493 471 237 068.98,1 317,6.95
23 08 19,488.37,444 947 234.35,1 492 506 692 796.28,1 320,6.95
22 08 19,488.31,1 120 634 496.04,1 492 306 914 159.78,1 321,6.95
21 08 19,487.60,450 388 835.9,1 499 253 130 487.36,1 322,6.99
20 08 19,486.43,141 926 809.27,1 495 643 158 525,1 315,7.06
19 08 19,486.01,513 049 626.71,1 494 347 188 180.02,1 315,7.08
16 08 19,485.91,453 995 800.29,1 494 029 446 507.38,1 318,7.07
15 08 19,485.74,578 736 361.51,1 493 506 123 598.18,1 319,7.07
14 08 19,485.58,133 971 024.19,1 493 024 483 471.24,1 320,7.07
13 08 19,485.32,176 551 825.09,1 492 213 210 526.2,1 321,7.08
12 08 19,485.33,227 820 686.99,1 492 239 090 708.4,1 322,7.08
09 08 19,485.41,662 303 260.46,1 492 481 642 289.94,1 325,7.06
08 08 19,485.24,2 383 688 821.57,1 491 951 985 508.28,1 326,7.06
07 08 19,484.82,1 073 997 860.92,1 490 657 351 072.8,1 327,7.08
06 08 19,484.72,3 277 602 312,1 490 334 371 381.94,1 328,7.09
05 08 19,483.87,835 728 621,1 487 715 362 455.72,1 329,7.13
02 08 19,482.77,2 278 338 774.07,1 484 326 510 311.16,1 331,7.18
01 08 19,484.52,261 049 622.95,1 489 701 170 327.58,1 333,7.07
31 07 19,484.37,1 479 301 760.03,1 494 461 925 000.52,1 334,7.07
30 07 19,484.42,1 674 459 808.99,1 494 624 908 345.8,1 331,7.06
29 07 19,484.36,715 980 544.97,1 494 434 742 218.26,1 332,7.06
26 07 19,484.67,294 455 638.22,1 495 405 133 363.72,1 335,7.03
25 07 19,485.21,369 903 011.44,1 497 076 070 399.26,1 336,6.99
24 07 19,484.10,5 001 609 681.54,1 493 646 404 691.38,1 337,7.05
23 07 19,483.46,3 290 393 572.08,1 491 666 661 401.36,1 337,7.09
22 07 19,482.93,237 521 786.42,1 490 027 764 984.1,1 338,7.11
19 07 19,482.13,659 078 533.7,1 487 549 879 530.1,1 341,7.14
18 07 19,481.37,192 745 395.85,1 485 189 213 822.22,1 342,7.18
17 07 19,481.45,249 141 110.13,1 485 440 700 821.92,1 343,7.17
16 07 19,481.39,25 774 513.1,1 485 258 717 476.64,1 344,7.17
15 07 19,481.16,93 157 935.48,1 484 555 964 840.74,1 345,7.18
12 07 19,480.99,305 832 009.49,1 484 041 186 204.24,1 348,7.17
11 07 19,481.83,657 883 570.61,1 486 623 510 730.82,1 349,7.12
10 07 19,481.33,1 166 579 530,1 485 079 053 386.14,1 350,7.14
09 07 19,480.45,93 299 577.42,1 482 365 721 550.72,1 351,7.19
08 07 19,480.05,512 280 498.21,1 481 140 077 769.36,1 352,7.21
05 07 19,479.88,614 503 347.91,1 480 620 498 569.84,1 355,7.20
04 07 19,479.45,213 734 462.93,1 479 295 769 897.5,1 356,7.22
03 07 19,478.79,3 542 998 156.46,1 477 270 118 807.3,1 357,7.26
02 07 19,478.83,975 434 404.19,1 477 388 985 989.2,1 358,7.25
01 07 19,478.78,1 432 094 369.71,1 477 222 264 625.7,1 359,7.25
28 06 19,477.55,713 830 362.4,1 473 426 050 990.7,1 361,7.31
27 06 19,476.85,2 814 645 698.71,1 471 252 464 482.34,1 362,7.34
26 06 19,476.89,1 058 951 736.03,1 471 370 875 936.94,1 363,7.33
25 06 19,477.27,999 897 705.96,1 472 536 512 409.46,1 364,7.30
24 06 19,477.32,346 514 407.27,1 472 690 213 463.82,1 365,7.30
21 06 19,477.05,293 444 878.57,1 471 870 027 027.14,1 368,7.29
20 06 19,477.72,341 934 874.51,1 473 939 408 826.72,1 369,7.25
19 06 19,476.02,828 659 278.91,1 468 682 370 665.14,1 370,7.34
18 06 19,474.56,428 367 517.64,1 464 165 384 085.1,1 370,7.43
17 06 19,474.21,312 536 299.33,1 463 083 315 848.84,1 371,7.44
14 06 19,473.37,2 186 843 369.37,1 460 505 463 704.28,1 374,7.47
13 06 19,472.99,325 559 391.23,1 472 241 949 086.6,1 375,7.49
11 06 19,472.91,589 530 946.59,1 471 993 452 741.02,1 365,7.48
10 06 19,472.63,224 881 963.97,1 471 106 445 432.18,1 366,7.50
07 06 19,471.90,1 174 381 295.54,1 468 833 866 232.66,1 369,7.53
06 06 19,471.33,2 138 228 037.33,1 467 065 276 069.88,1 370,7.56
05 06 19,470.64,2 599 233 259.57,1 464 912 883 307.04,1 370,7.59
04 06 19,470.11,1 651 743 593.24,1 463 269 457 234.76,1 371,7.62
03 06 19,469.74,790 293 100.53,1 462 115 551 471.62,1 372,7.64
31 05 19,469.73,864 258 979.21,1 878 468 047 464.02,1 295,7.61
30 05 19,469.45,2 407 760 566.81,1 877 327 984 050.41,1 296,7.63
29 05 19,468.65,1 924 128 974.85,1 874 144 454 873.61,1 297,7.67
28 05 19,468.88,1 199 273 981.5,1 875 054 846 088.65,1 298,7.65
27 05 19,469.12,967 275 194.35,1 875 994 916 470.27,1 300,7.63
24 05 19,468.42,3 451 128 497.69,1 873 183 169 227.69,1 302,7.66
23 05 19,468.32,1 034 671 525.15,1 872 789 280 258.43,1 303,7.65
22 05 19,468.77,2 621 797 479.16,1 874 583 149 526.68,1 304,7.62
21 05 19,467.08,3 336 602 963.64,1 867 839 615 629.83,1 305,7.72
20 05 19,466.91,3 618 265 291.13,1 867 144 507 884.96,1 306,7.72
17 05 19,466.46,2 021 869 394.92,1 865 344 498 942.42,1 308,7.74
16 05 19,465.52,2 386 719 880.41,1 861 581 330 822.78,1 309,7.79
15 05 19,464.79,6 854 468 052.89,1 858 678 519 374.43,1 310,7.83
14 05 19,463.95,4 444 897 016.66,1 855 331 167 559.68,1 311,7.88
