date,CLOSE,"Объем, RUB","Капитализация, RUB","Дюрация индекса, дней","Доходность индекса, %"
07 05 13,332.07,190 567 255.33,0,2 372,6.58
08 05 13,332.03,754 063 258.72,0,2 370,6.58
10 05 13,332.16,0,0,2 368,6.58
13 05 13,331.42,690 245 092.81,0,2 363,6.62
14 05 13,331.13,219 567 995.88,0,2 361,6.64
15 05 13,331.4,241 882 336.3,0,2 360,6.63
16 05 13,330.99,230 107.51,0,2 358,6.65
17 05 13,331.13,44 201 181.32,0,2 357,6.65
20 05 13,331.29,265 120 153.13,0,2 354,6.65
21 05 13,327.84,917 326 704.56,0,2 344,6.81
22 05 13,328.23,886 329 593.58,0,2 348,6.81
23 05 13,326.42,1 381 297 357.42,0,2 343,6.9
24 05 13,326.24,1 014 329 261.81,0,2 341,6.92
27 05 13,326.57,168 296 076.68,0,2 339,6.91
28 05 13,326.42,791 043 015.82,0,2 337,6.92
29 05 13,325.28,3 342 592 895.34,0,2 334,6.98
30 05 13,323.99,3 216 723 962.35,0,2 331,7.05
31 05 13,323.03,2 417 709 920.1,0,2 326,7.1
03 06 13,321.1,1 168 108 324.64,0,2 530,7.31
04 06 13,322.5,2 465 356 644.43,0,2 528,7.23
05 06 13,323.39,1 630 008 012.53,0,2 535,7.19
06 06 13,321.33,3 580 139 493.08,0,2 526,7.29
07 06 13,319.15,1 771 424 848.55,0,2 521,7.4
10 06 13,318.43,1 826 514 894.57,0,2 514,7.44
11 06 13,315.69,2 730 482 849.55,0,2 508,7.58
13 06 13,317.96,1 261 136 787.28,0,2 511,7.48
14 06 13,322,5 119 665 386.68,0,2 521,7.29
17 06 13,321.6,1 458 242 614.07,0,2 517,7.31
18 06 13,319.76,1 977 156 305.85,0,2 510,7.4
19 06 13,319.69,542 681 140.65,0,2 518,7.41
20 06 13,314.71,5 574 656 391.37,0,2 506,7.66
21 06 13,314.34,2 895 998 156.75,0,2 503,7.67
24 06 13,308.54,3 928 304 436.03,0,2 484,7.97
25 06 13,309.79,2 114 686 726.28,0,2 489,7.92
26 06 13,311.79,4 678 032 890.79,0,2 492,7.83
27 06 13,315.78,3 855 007 878.52,0,2 500,7.62
28 06 13,318.44,4 768 586 852.91,0,2 502,7.48
01 07 13,318.51,1 515 354 422.55,0,2 497,7.48
02 07 13,319.79,3 012 628 295.51,0,2 502,7.44
03 07 13,319.21,1 894 013 217.69,0,2 498,7.46
04 07 13,319.45,1 574 782 320.81,0,2 498,7.45
05 07 13,319.43,1 433 779 190.19,0,2 496,7.45
08 07 13,319.24,2 366 675 934.56,0,2 492,7.47
09 07 13,321.03,2 214 885 388.59,0,2 495,7.39
10 07 13,321.06,11 290 202 514.01,0,2 494,7.39
11 07 13,321.08,2 748 835 788.45,0,2 493,7.39
12 07 13,322.21,2 262 412 701.76,0,2 493,7.34
15 07 13,323.09,1 010 189 807.73,0,2 492,7.3
16 07 13,324.7,3 638 758 901.99,0,2 497,7.24
17 07 13,325.02,12 356 884 655.81,0,2 496,7.22
18 07 13,325.64,1 805 784 592.81,0,2 496,7.2
19 07 13,325.27,814 318 284.96,0,2 495,7.22
22 07 13,325.68,364 421 588.08,0,2 491,7.2
23 07 13,325.93,422 485 201.38,0,2 491,7.19
24 07 13,325.41,7 745 250 895.96,0,2 492,7.22
25 07 13,324.03,747 961 976.69,0,2 486,7.28
26 07 13,323.84,613 530 516.05,0,2 484,7.3
29 07 13,322.38,666 508 861.69,0,2 477,7.38
30 07 13,323.6,954 483 532.96,0,2 478,7.32
31 07 13,322.62,3 697 084 167.58,0,2 485,7.37
01 08 13,323.78,752 870 864.65,0,2 489,7.32
02 08 13,323.19,891 664 910.26,0,2 487,7.36
05 08 13,325.07,801 504 278.54,0,2 488,7.27
06 08 13,324.77,218 166 500.23,0,2 486,7.29
07 08 13,324.84,10 160 757 668.24,0,2 511,7.29
08 08 13,325.84,1 451 204 534.17,0,2 514,7.25
09 08 13,325.52,1 190 412 094.5,0,2 511,7.26
12 08 13,325.77,267 891 002.15,0,2 508,7.26
13 08 13,325.36,675 417 904.15,0,2 506,7.28
14 08 13,324.61,4 939 256 018.23,0,2 504,7.32
15 08 13,324.81,2 543 549 597.24,0,2 502,7.31
16 08 13,324.76,147 844 596.94,0,2 501,7.31
19 08 13,323.66,599 856 751.47,0,2 495,7.38
20 08 13,323.03,1 066 767 775.39,0,2 491,7.41
21 08 13,322.33,1 375 003 875.09,0,2 502,7.44
22 08 13,319.82,2 354 842 256.64,0,2 495,7.56
23 08 13,320.98,1 331 710 663.58,0,2 498,7.51
26 08 13,321.97,1 470 281 345.35,0,2 498,7.48
27 08 13,320.42,1 150 011 823.53,0,2 492,7.55
28 08 13,319.6,787 865 500.72,0,2 490,7.6
29 08 13,320.01,505 777 791.38,0,2 490,7.58
30 08 13,320.97,770 879 994.68,0,2 489,7.53
02 09 13,321.01,481 406 993.41,0,2 483,7.6
03 09 13,320.81,692 008 671.12,0,2 481,7.61
04 09 13,320.63,529 814 701.41,0,2 486,7.63
05 09 13,320.32,575 132 896.76,0,2 485,7.65
06 09 13,321.08,1 119 751 915.74,0,2 484,7.61
09 09 13,321.81,491 184 818.44,0,2 484,7.59
10 09 13,322.6,853 208 733.3,0,2 484,7.55
11 09 13,324.69,12 661 068 961.49,0,2 489,7.46
12 09 13,327.03,1 250 612 501.54,0,2 494,7.35
13 09 13,327.51,1 528 260 240.18,0,2 494,7.33
16 09 13,328.85,1 794 913 821.71,0,2 493,7.28
17 09 13,327.5,493 081 582.98,0,2 488,7.34
18 09 13,326.88,20 816 038 943.05,0,2 485,7.37
19 09 13,330.88,7 826 004 669.11,0,2 495,7.19
20 09 13,330.03,636 046 321.31,0,2 491,7.23
23 09 13,329.34,851 338 049.68,0,2 486,7.27
24 09 13,329.93,627 647 607.79,0,2 486,7.25
25 09 13,328.27,3 717 330 167.77,0,2 481,7.33
26 09 13,328.26,316 677 442.88,0,2 482,7.34
27 09 13,327.98,530 028 643.48,0,2 479,7.35
30 09 13,327.97,146 171 991.26,0,2 474,7.36
01 10 13,327.95,287 972 239.46,0,2 473,7.36
02 10 13,328.36,677 500 333.68,0,2 473,7.35
03 10 13,329.62,463 307 159.96,0,2 474,7.29
04 10 13,328.86,374 407 211.32,0,2 474,7.33
07 10 13,328.85,150 557 746.65,0,2 470,7.34
08 10 13,328.65,223 937 402.78,0,2 466,7.35
09 10 13,328.68,27 492 044 013.31,0,2 466,7.35
10 10 13,328.09,852 725 306.92,0,2 463,7.38
11 10 13,328.65,681 850 682.73,0,2 463,7.36
14 10 13,328.92,845 460 544.27,0,2 460,7.35
15 10 13,328.13,590 961 620.55,0,2 457,7.39
16 10 13,328.81,922 851 570.87,0,2 458,7.37
17 10 13,329.76,693 354 037.11,0,2 460,7.33
18 10 13,330.49,1 073 910 921.08,0,2 461,7.3
21 10 13,330.38,523 258 380.35,0,2 457,7.31
22 10 13,331.37,1 573 408 520.7,0,2 457,7.26
23 10 13,332.18,10 854 609 570,0,2 471,7.23
24 10 13,331.74,647 128 429.87,0,2 470,7.26
25 10 13,331.16,526 865 118.57,0,2 467,7.28
28 10 13,331.77,478 539 133.09,0,2 465,7.26
29 10 13,331.37,231 033 861.98,0,2 464,7.29
30 10 13,332.47,394 104 791.9,0,2 465,7.24
31 10 13,332.37,683 621 248.29,0,2 464,7.25
01 11 13,331.75,706 230 959.94,0,2 461,7.28
05 11 13,331.57,495 164 332.37,0,2 456,7.3
06 11 13,330.59,946 715 122.05,0,2 453,7.35
07 11 13,331.18,854 811 339.47,0,2 452,7.32
08 11 13,330.16,1 546 733 849.49,0,2 448,7.37
11 11 13,328.53,1 378 687 125.11,0,2 442,7.46
12 11 13,327.5,1 851 998 296.91,0,2 438,7.52
13 11 13,327.24,788 643 333.87,0,2 437,7.53
14 11 13,327.4,576 771 202.71,0,2 438,7.54
15 11 13,327.68,1 126 468 218.43,0,2 436,7.52
18 11 13,328.11,382 491 978.7,0,2 434,7.51
19 11 13,327.69,1 063 361 923.92,0,2 432,7.53
20 11 13,327.73,12 949 619 276.5,0,2 430,7.53
21 11 13,326.51,887 721 891.72,0,2 426,7.59
22 11 13,326.93,526 510 241.11,0,2 427,7.58
25 11 13,327.1,749 019 230.63,0,2 424,7.58
26 11 13,326.17,704 799 326.08,0,2 420,7.63
27 11 13,324.97,896 965 814.47,0,2 417,7.7
28 11 13,323.75,1 487 140 848.06,0,2 413,7.76
29 11 13,323.28,1 648 831 091.07,0,2 516,7.84
02 12 13,322.39,979 447 763.46,0,2 513,7.9
03 12 13,322.24,1 217 761 592.09,0,2 511,7.91
04 12 13,323.65,1 204 122 529.27,0,2 518,7.84
05 12 13,323.88,146 077 608.84,0,2 519,7.84
06 12 13,324.6,579 521 405.21,0,2 519,7.8
09 12 13,325.11,3 871 205 273.19,0,2 519,7.8
10 12 13,326.25,1 312 854 286.37,0,2 521,7.75
11 12 13,326.83,938 714 080.06,0,2 521,7.72
12 12 13,325.5,824 393 186.65,0,2 517,7.79
13 12 13,326.21,1 654 282 200.44,0,2 519,7.76
16 12 13,325.92,644 398 210.65,0,2 513,7.78
17 12 13,325.92,106 945 929.28,0,2 512,7.78
18 12 13,326.18,183 006 649.45,0,2 511,7.77
19 12 13,326.46,966 705 512.05,0,2 511,7.77
20 12 13,326.89,736 208 649.22,0,2 510,7.74
23 12 13,327.41,481 327 089.2,0,2 507,7.73
24 12 13,326.82,612 371 855.73,0,2 507,7.76
25 12 13,326.64,446 527 467.9,0,2 505,7.78
26 12 13,326.68,1 164 523 690.43,0,2 504,7.77
27 12 13,327.16,683 665 445.92,0,2 503,7.75
30 12 13,327.42,1 904 870 898.05,0,2 500,7.75
06 01 14,327.75,107 941,0,2 493,7.76
08 01 14,328.1,1 015,0,2 491,7.74
09 01 14,327.29,127 048 914.43,0,2 489,7.79
10 01 14,326.75,826 217 206.27,0,2 486,7.82
13 01 14,327.14,436 991 997.42,0,2 484,7.81
14 01 14,326.87,775 851 959.47,0,2 481,7.82
15 01 14,327.56,624 103 514.15,0,2 478,7.78
16 01 14,325.96,755 773 898.99,0,2 476,7.88
17 01 14,326.31,2 066 586 537.02,0,2 476,7.86
20 01 14,326.02,774 669 464.37,884 584 915 000,2 470,7.88
21 01 14,325.68,504 254 373.66,883 667 486 000,2 469,7.9
22 01 14,325.32,758 367 501.35,882 698 765 000,2 469,7.93
23 01 14,325.02,918 689 701.32,881 873 996 000,2 466,7.94
24 01 14,323.31,2 441 621 937.4,877 247 247 000,2 460,8.03
27 01 14,322.22,2 421 837 307.96,874 297 750 000,2 454,8.09
28 01 14,322.17,2 040 985 194.51,874 154 217 000,2 454,8.1
29 01 14,321.28,3 156 970 041.7,871 740 970 000,2 466,8.15
30 01 14,317.75,2 644 581 333.19,856 532 690 000,2 457,8.33
31 01 14,319.04,1 125 783 050.61,860 005 927 000,2 460,8.27
03 02 14,319.88,805 535 076.54,862 278 339 000,2 458,8.24
04 02 14,322.5,2 903 390 000.65,869 350 459 000,2 463,8.11
05 02 14,324.17,1 757 419 470.93,873 852 190 000,2 498,8.04
06 02 14,324.35,983 777 641.12,863 836 110 000,2 496,8.03
07 02 14,324.12,843 401 775.67,863 211 430 000,2 495,8.05
10 02 14,324.48,521 544 769.56,864 161 424 000,2 492,8.04
11 02 14,323.8,799 682 529.86,862 360 815 000,2 489,8.07
12 02 14,324.46,522 268 984.97,864 124 409 000,2 489,8.05
13 02 14,323.31,1 126 204 179.99,861 071 219 000,2 485,8.1
14 02 14,322.68,781 051 487.87,859 399 947 000,2 483,8.14
17 02 14,323.45,443 295 130.06,861 438 590 000,2 481,8.11
18 02 14,322.23,936 563 303.09,858 193 110 000,2 477,8.17
19 02 14,319.92,827 303 698.1,852 045 910 000,2 488,8.29
20 02 14,319.48,1 321 059 510.53,844 799 330 000,2 486,8.32
21 02 14,319.98,605 559 475.34,846 126 350 000,2 486,8.3
24 02 14,321.04,804 188 560.32,848 917 460 000,2 486,8.26
25 02 14,321.47,561 676 219.71,850 043 770 000,2 486,8.24
26 02 14,320.37,209 557 766.85,847 144 380 000,2 481,8.29
27 02 14,319.84,337 825 768.59,845 752 900 000,2 478,8.32
28 02 14,320.42,1 223 047 948.29,847 297 370 000,2 478,8.3
03 03 14,315.73,2 817 530 888.56,1 111 227 764 000,2 391,8.49
04 03 14,313.93,2 172 988 188.28,1 104 888 834 000,2 392,8.61
05 03 14,316.18,2 584 565 390.92,1 112 795 704 000,2 401,8.5
06 03 14,313.86,1 931 317 700.27,1 102 342 563 000,2 396,8.64
07 03 14,312.58,627 316 482.68,1 097 858 640 000,2 394,8.71
11 03 14,309.6,915 637 960.95,1 087 390 991 000,2 384,8.89
12 03 14,304.69,2 035 393 134.22,1 070 156 120 000,2 371,9.16
13 03 14,302.26,1 998 779 738.96,1 061 621 790 000,2 364,9.3
14 03 14,297.31,561 574 431.97,1 044 251 640 000,2 352,9.58
17 03 14,301.25,763 557 849.34,1 058 075 345 000,2 357,9.37
18 03 14,303.23,2 348 587 821.63,1 065 029 523 000,2 360,9.26
19 03 14,305.82,934 807 190.87,1 074 128 186 000,2 364,9.12
20 03 14,304.45,1 131 954 609.48,1 069 303 841 000,2 359,9.2
21 03 14,302.69,2 562 184 509.07,1 063 116 126 000,2 350,9.29
24 03 14,303.88,1 392 114 595.98,1 067 299 970 000,2 355,9.25
25 03 14,306.43,2 976 009 191.06,1 076 253 313 000,2 360,9.11
26 03 14,308.59,3 852 063 258.77,1 083 856 222 000,2 363,9
27 03 14,307.8,312 876 078.31,1 081 084 892 000,2 360,9.05
28 03 14,309.2,341 836 954.56,1 086 010 445 000,2 358,8.96
31 03 14,310.95,2 056 454 008.27,1 092 153 499 000,2 363,8.89
01 04 14,313.25,1 214 134 236.23,1 100 245 640 000,2 366,8.77
02 04 14,311.45,959 324 124.44,1 093 910 910 000,2 360,8.87
03 04 14,310.93,383 720 683.19,1 092 077 131 000,2 359,8.9
04 04 14,312.75,502 547 266.87,1 098 478 763 000,2 363,8.82
07 04 14,311.88,890 576 109.88,1 095 409 142 000,2 355,8.87
08 04 14,312.62,939 795 395.82,1 098 008 839 000,2 357,8.83
09 04 14,312.62,835 146 616.1,1 098 018 630 000,2 356,8.84
10 04 14,313.57,628 440 416.18,1 101 372 491 000,2 355,8.78
11 04 14,313.93,329 063 938.84,1 102 639 269 000,2 354,8.76
14 04 14,310.91,184 680 738.85,1 092 030 279 000,2 343,8.93
15 04 14,311.5,559 528 318.78,1 094 089 030 000,2 341,8.9
16 04 14,309.11,554 661 068.58,1 085 680 369 000,2 339,9.05
17 04 14,309.31,133 753 759.08,1 086 386 750 000,2 338,9.04
18 04 14,311.24,648 294 861.47,1 093 174 070 000,2 342,8.95
21 04 14,311.38,71 040 128.22,1 093 683 043 000,2 339,8.95
22 04 14,311.3,47 830 383.74,1 093 414 264 000,2 336,8.95
23 04 14,310.78,944 635 392.86,1 091 599 265 000,2 345,8.98
24 04 14,310.58,605 205 340.87,1 085 222 075 000,2 337,8.96
25 04 14,304.57,1 157 571 056.47,1 064 217 195 000,2 325,9.32
28 04 14,301.87,610 950 542.96,1 054 786 089 000,2 319,9.5
29 04 14,304.2,445 407 885.26,1 062 912 750 000,2 323,9.37
30 04 14,304.19,280 814 029.29,1 062 866 705 000,2 322,9.37
02 05 14,304.29,4 381.5,1 063 218 145 000,2 319,9.38
05 05 14,303.7,14 794 311.49,1 061 140 475 000,2 316,9.43
06 05 14,305.34,913 502 846.77,1 066 854 680 000,2 319,9.34
07 05 14,309.43,1 406 526 006.1,1 081 142 990 000,2 325,9.11
08 05 14,313.22,1 999 255 477.35,1 094 373 909 000,2 336,8.92
12 05 14,313.45,2 490 226 791.04,1 095 184 370 000,2 329,8.91
13 05 14,313.31,636 243 795.72,1 094 680 043 000,2 329,8.93
14 05 14,313.42,574 946 338.6,1 095 067 219 000,2 330,8.94
15 05 14,314.09,856 993 387.76,1 097 419 039 000,2 330,8.9
16 05 14,313.24,306 181 492.19,1 094 435 813 000,2 327,8.96
19 05 14,315.18,756 618 917.46,1 101 228 522 000,2 326,8.85
20 05 14,314.77,1 526 543 696.77,1 099 812 927 000,2 327,8.89
21 05 14,317,2 467 242 276.23,1 107 616 176 000,2 331,8.78
22 05 14,317.29,1 705 119 525.58,1 108 641 832 000,2 328,8.76
23 05 14,318.3,1 795 479 226.87,1 112 173 217 000,2 330,8.71
26 05 14,320.11,438 745 428.68,1 118 486 926 000,2 330,8.62
27 05 14,317.93,404 365 788.62,1 110 879 509 000,2 323,8.74
28 05 14,317.65,1 463 355 272.59,1 109 892 347 000,2 321,8.76
29 05 14,319.11,2 474 248 839.57,1 114 999 383 000,2 323,8.68
30 05 14,320.61,1 894 416 954.89,1 120 228 016 000,2 326,8.61
02 06 14,321.91,1 845 592 873.05,1 124 766 119 000,2 325,8.55
03 06 14,321.25,947 177 769.23,1 090 027 679 000,2 526,8.7
04 06 14,322.44,956 716 344.14,1 094 064 850 000,2 531,8.63
05 06 14,323.89,2 198 166 021.4,1 096 669 085 000,2 541,8.59
06 06 14,325.59,3 401 129 799.22,1 102 426 161 000,2 539,8.5
09 06 14,325.7,538 867 521.47,1 102 806 760 000,2 530,8.48
10 06 14,325.22,541 026 052.14,1 101 182 377 000,2 534,8.53
11 06 14,325.75,382 865 236.27,1 102 979 365 000,2 537,8.51
16 06 14,322.63,1 863 432 853.13,1 182 797 075 000,2 560,8.68
17 06 14,322.12,298 409 177.72,1 180 914 737 000,2 559,8.7
18 06 14,323.16,756 024 193.86,1 184 744 575 000,2 564,8.67
19 06 14,324.1,846 841 443.07,1 188 180 619 000,2 561,8.62
20 06 14,324.81,747 542 332.79,1 190 799 680 000,2 568,8.61
23 06 14,325.03,49 373 135.87,1 191 602 883 000,2 562,8.6
24 06 14,326.25,746 494 095.03,1 196 080 420 000,2 565,8.54
25 06 14,327.25,1 455 481 225.97,1 199 750 240 000,2 565,8.49
26 06 14,327.64,2 113 281 861.84,1 201 187 114 000,2 565,8.48
27 06 14,327.81,2 237 788 121.62,1 201 824 708 000,2 561,8.47
30 06 14,327.09,672 929 608.79,1 199 180 920 000,2 556,8.51
01 07 14,327.03,258 467 511.73,1 198 956 158 000,2 555,8.52
02 07 14,327.33,547 194 578.39,1 200 072 960 000,2 554,8.51
03 07 14,327.44,569 062 116.9,1 200 481 080 000,2 557,8.52
04 07 14,327.22,180 420 596.3,1 199 657 070 000,2 555,8.53
07 07 14,326.57,126 590 406.11,1 197 291 780 000,2 551,8.57
08 07 14,327.24,527 060 008.42,1 199 735 590 000,2 553,8.55
09 07 14,327.29,570 575 199.74,1 199 917 047 000,2 552,8.55
10 07 14,325.96,262 278 055.95,1 195 041 793 000,2 547,8.62
11 07 14,325.53,1 217 690 883.74,1 193 476 051 000,2 544,8.64
14 07 14,325.05,204 646 435.34,1 191 729 153 000,2 542,8.68
15 07 14,325.31,1 258 990 954.06,1 192 668 965 000,2 538,8.67
16 07 14,324.65,1 085 046 814.92,1 284 316 600 000,2 525,8.69
17 07 14,320.4,2 066 572 807.22,1 267 524 091 000,2 517,8.92
18 07 14,318.8,1 415 990 503.77,1 261 184 391 000,2 515,9.01
21 07 14,316.96,881 493 262.13,1 253 905 304 000,2 505,9.11
22 07 14,317.99,1 677 157 943.52,1 257 963 774 000,2 506,9.06
23 07 14,319.46,1 105 531 482.8,1 263 777 950 000,2 510,8.99
24 07 14,318.64,959 633 813.99,1 260 553 070 000,2 506,9.04
25 07 14,314.5,1 090 202 127.22,1 244 188 360 000,2 490,9.25
28 07 14,313.57,572 676 918.2,1 240 493 227 000,2 482,9.3
29 07 14,311.31,982 301 721.29,1 231 541 237 000,2 479,9.43
30 07 14,312.08,350 190 780.18,1 234 586 951 000,2 496,9.41
31 07 14,312.3,334 803 798.74,1 229 767 584 000,2 497,9.4
01 08 14,309.68,1 886 443 186.37,1 219 438 986 000,2 487,9.56
04 08 14,309.17,687 567 791.38,1 217 449 115 000,2 482,9.6
05 08 14,306.78,1 626 167 391.62,1 208 048 885 000,2 470,9.71
06 08 14,304.85,1 543 901 605.67,1 200 439 751 000,2 492,9.81
07 08 14,304.28,1 313 498 430.99,1 184 205 866 000,2 493,9.86
08 08 14,303.65,519 065 408.33,1 181 747 115 000,2 489,9.9
11 08 14,308.76,1 693 830 796.57,1 201 627 855 000,2 495,
12 08 14,310.67,1 280 596 177.28,1 209 048 315 000,2 500,9.53
13 08 14,311.83,1 506 038 388.35,1 213 544 073 000,2 510,9.47
14 08 14,314.41,2 231 060 103.91,1 218 890 560 000,2 518,9.34
15 08 14,314.99,3 261 695 404.55,1 221 143 155 000,2 515,9.31
18 08 14,315.63,798 996 077.14,1 223 632 049 000,2 519,9.3
19 08 14,313.23,651 702 698.71,1 214 341 435 000,2 503,9.41
20 08 14,313.95,413 679 582.28,1 217 143 891 000,2 521,9.39
21 08 14,314.16,1 523 242 464.78,1 211 867 111 000,2 522,9.39
22 08 14,314.5,1 265 746 129.9,1 213 168 100 000,2 519,9.37
25 08 14,313.66,60 383 298.84,1 209 914 405 000,2 508,9.41
26 08 14,314.76,1 703 613 687.15,1 214 153 804 000,2 512,9.36
27 08 14,315.21,482 774 768.87,1 215 877 095 000,2 535,9.36
28 08 14,310.91,1 247 385 295.61,1 190 676 415 000,2 524,9.58
29 08 14,309.01,988 253 873.35,1 183 415 156 000,2 529,9.71
01 09 14,305.86,227 747 401.97,1 171 369 671 000,2 504,9.86
02 09 14,306.56,308 014 993.88,1 174 044 318 000,2 510,9.84
03 09 14,310.11,2 573 550 595.48,1 187 630 882 000,2 519,9.65
04 09 14,311.75,778 985 504.22,1 191 560 856 000,2 520,9.56
05 09 14,312.64,765 719 881.86,1 194 976 312 000,2 521,9.52
08 09 14,311.83,443 399 759.63,1 191 899 040 000,2 514,9.57
09 09 14,313.08,368 823 522.49,1 196 661 883 000,2 516,9.51
10 09 14,310.72,966 219 254.15,1 187 634 767 000,2 512,9.65
11 09 14,309.13,554 243 041.57,1 181 574 249 000,2 507,9.73
12 09 14,310.17,415 339 628.6,1 185 556 075 000,2 507,9.67
15 09 14,309.71,193 486 791.03,1 183 811 184 000,2 503,9.72
16 09 14,309.34,465 419 441.84,1 182 381 865 000,2 503,9.74
17 09 14,311.11,724 177 920.84,1 189 161 284 000,2 503,9.65
18 09 14,312,192 764 901.11,1 192 575 435 000,2 505,9.61
19 09 14,311.83,489 030 991.56,1 191 925 893 000,2 503,9.62
22 09 14,312.31,153 639 751.52,1 193 748 279 000,2 500,9.6
23 09 14,313.94,682 350 502.8,1 199 993 379 000,2 502,9.52
24 09 14,315.61,2 051 773 559.33,1 206 376 416 000,2 506,9.45
25 09 14,317.19,1 208 691 846.58,1 212 427 652 000,2 507,9.36
26 09 14,316.37,326 158 698.41,1 209 276 908 000,2 500,9.4
29 09 14,316.6,106 984 448.43,1 210 150 861 000,2 503,9.41
30 09 14,316.92,566 420 676.56,1 211 385 217 000,2 505,9.41
